@relation 'Relase 4 integrated-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R4'

@attribute 'Filters result' {PASSED,FAILED}
@attribute 'Gross profit (IS)' numeric
@attribute 'Gross loss (IS)' numeric
@attribute 'numberof profits (IS)' numeric
@attribute 'numberof trades (IS)' numeric
@attribute '\% Profitable Months (IS)' numeric
@attribute '# of profits (IS)' numeric
@attribute '# of trades (IS)' numeric
@attribute '# of losses (IS)' numeric
@attribute 'Worst Year Profit (IS)' numeric
@attribute 'Annual \% Return (IS)' numeric
@attribute 'CAGR (IS)' numeric
@attribute 'CalmarRatio (IS)' numeric
@attribute 'Avg. \% Profit Per Year (IS)' numeric
@attribute 'AvgProfit Per Year (IS)' numeric
@attribute 'Standard Deviation of Profit Per Year (IS)' numeric
@attribute 'Varianceof Profit Per Year (IS)' numeric
@attribute 'Net profit (IS)' numeric
@attribute 'Net profit in pips (IS)' numeric
@attribute 'Avg. Yearly Profit In Pips (IS)' numeric
@attribute 'Standard Deviation of Yearly Profit In Pips (IS)' numeric
@attribute 'Variance of Yearly Profit In Pips (IS)' numeric
@attribute 'Variance of Profit Per Year (IS)' numeric
@attribute 'Count Of Losing Years (IS)' numeric
@attribute 'Coefficient of Variation' numeric

@data
PASSED,8325,3417.75,29,45,54.55,29,45,16,-610.5,6.13,5.12,0.71,6.13,613.38,604.12,364965.67,4907.25,654.3,81.79,80.55,6488.28,364965.67,2,0.984839
PASSED,8095.5,3325.5,19,36,54.55,19,36,17,-489,5.96,5,0.78,5.96,596.25,590.78,349019.44,4770,636,79.5,78.77,6204.79,349019.44,2,0.990818
PASSED,9047.25,2842.5,21,35,63.64,21,35,14,-279,7.76,6.22,0.83,7.76,775.5,650.14,422684.23,6204.75,827.3,103.41,86.69,7514.39,422684.23,1,0.838314
PASSED,9172.5,3336,28,45,63.64,28,45,17,-298.5,7.3,5.91,0.89,7.3,729.5,540.47,292106.5,5836.5,778.2,97.28,72.06,5193,292106.5,1,0.740748
PASSED,7087.5,2318.25,26,39,63.64,26,39,13,-92.25,5.96,5,1.07,5.96,596.13,400.45,160356.44,4769.25,635.9,79.49,53.39,2850.78,160356.44,1,0.671657
FAILED,6954,2373.75,21,34,72.73,21,34,13,9,5.73,4.83,0.91,5.72,572.5,553.67,306550.96,4580.25,610.7,76.34,73.82,5449.79,306550.96,0,0.96699
PASSED,9426.75,3213.75,29,46,63.64,29,46,17,-272.25,7.77,6.23,0.81,7.77,776.63,521.22,271668.94,6213,828.4,103.55,69.5,4829.67,271668.94,1,0.671173
PASSED,7810.5,2929.5,17,35,54.55,17,35,18,-450.75,6.1,5.09,1.01,6.1,610.13,599.96,359951.2,4881,650.8,81.35,79.99,6399.13,359951.2,2,0.983282
PASSED,8013.75,2166.75,25,38,72.73,25,38,13,165.75,7.31,5.92,1.47,7.31,730.88,471.48,222290.86,5847,779.6,97.45,62.86,3951.84,222290.86,0,0.645049
PASSED,8934.75,2842.5,21,35,63.64,21,35,14,-279,7.62,6.13,0.82,7.61,761.5,631.37,398632.07,6092.25,812.3,101.54,84.18,7086.79,398632.07,1,0.829033
PASSED,7908,1839,21,34,72.73,21,34,13,176.25,7.59,6.11,1.38,7.59,758.63,470.28,221164.88,6069,809.2,101.15,62.7,3931.82,221164.88,0,0.619871
PASSED,9000.75,4137,32,50,54.55,32,50,18,-403.5,6.08,5.08,0.91,6.08,607.88,553.73,306611.72,4863.75,648.5,81.06,73.83,5450.87,306611.72,2,0.910807
PASSED,8748.75,2701.5,22,35,63.64,22,35,13,-214.5,7.56,6.09,0.76,7.56,755.88,553.72,306605.17,6047.25,806.3,100.79,73.83,5450.76,306605.17,1,0.732513
PASSED,6858,1933.5,18,34,54.55,18,34,15,-183.75,6.16,5.13,1.55,6.16,615.5,525.68,276334.56,4924.5,656.6,82.08,70.09,4912.61,276334.56,2,0.853923
PASSED,7476.75,2459.25,24,37,63.64,24,37,13,-304.5,6.27,5.21,1.11,6.27,627.13,569,323757.81,5017.5,669,83.62,75.87,5755.69,323757.81,1,0.907319
PASSED,6437.25,1779.75,20,34,63.64,20,34,14,-45,5.82,4.9,1.11,5.82,582.13,432.4,186970.19,4657.5,621,77.63,57.65,3323.91,186970.19,1,0.742625
PASSED,9095.25,3121.5,23,36,63.64,23,36,13,-312.75,7.47,6.03,0.73,7.47,746.63,661.66,437794.45,5973.75,796.5,99.56,88.22,7783.01,437794.45,1,0.886099
PASSED,8673.75,2646,23,38,63.64,23,38,15,-207.75,7.53,6.07,0.79,7.53,753.38,589.56,347576.2,6027.75,803.7,100.46,78.61,6179.13,347576.2,1,0.7825
PASSED,8547.75,3157.5,21,35,54.55,21,35,14,-409.5,6.74,5.54,1.02,6.74,673.75,596.66,356000.05,5390.25,718.7,89.84,79.55,6328.89,356000.05,2,0.885463
PASSED,8497.5,2097.75,23,37,72.73,23,37,14,133.5,8,6.38,1.44,8,799.88,501.69,251688.09,6399.75,853.3,106.66,66.89,4474.45,251688.09,0,0.627133
PASSED,8178.75,3231.75,27,42,54.55,27,42,15,-610.5,6.18,5.15,0.72,6.18,618.38,636.26,404828.02,4947,659.6,82.45,84.83,7196.94,404828.02,2,1.028866
PASSED,8672.25,2842.5,21,35,63.64,21,35,14,-279,7.29,5.91,0.79,7.29,728.63,594.37,353277,5829.75,777.3,97.16,79.25,6280.48,353277,1,0.815665
PASSED,8848.5,2603.25,20,34,63.64,20,34,14,-207.75,7.81,6.25,0.8,7.81,780.63,628.75,395326.05,6245.25,832.7,104.09,83.83,7028.02,395326.05,1,0.805361
PASSED,8708.25,3157.5,20,34,54.55,20,34,14,-409.5,6.94,5.67,1.06,6.94,693.75,626.58,392601.59,5550.75,740.1,92.51,83.54,6979.58,392601.59,2,0.903038
PASSED,6423,2140.5,22,34,63.64,22,34,12,-92.25,5.35,4.56,0.88,5.35,535.25,374.79,140468.59,4282.5,571,71.38,49.97,2497.22,140468.59,1,0.700056
PASSED,7435.5,2929.5,17,35,54.55,17,35,18,-450.75,5.63,4.76,0.92,5.63,563.25,561.35,315109.41,4506,600.8,75.1,74.85,5601.94,315109.41,2,0.996671
PASSED,6866.25,2521.5,24,40,54.55,24,40,16,-119.25,5.43,4.61,1.06,5.43,543,439.19,192886.38,4344.75,579.3,72.41,58.56,3429.09,192886.38,2,0.808728
PASSED,9117,2807.25,24,39,63.64,24,39,15,-124.5,7.89,6.31,1.23,7.89,788.63,529.25,280104.61,6309.75,841.3,105.16,70.57,4979.64,280104.61,1,0.671073
PASSED,8103.75,3312.75,21,37,54.55,21,37,16,-610.5,5.99,5.01,0.71,5.99,598.88,650.75,423474.89,4791,638.8,79.85,86.77,7528.44,423474.89,2,1.086662
PASSED,8364,1930.5,22,35,72.73,22,35,13,133.5,8.04,6.41,1.44,8.04,804.13,549.21,301631.45,6433.5,857.8,107.22,73.23,5362.34,301631.45,0,0.682988
FAILED,7525.5,2318.25,23,35,63.64,23,35,12,-282,6.51,5.38,1,6.51,650.88,517.58,267891.67,5207.25,694.3,86.79,69.01,4762.52,267891.67,1,0.795138
PASSED,7641,2753.25,23,39,54.55,23,39,16,-244.5,6.11,5.1,1.11,6.11,610.88,555.73,308839.64,4887.75,651.7,81.46,74.1,5490.48,308839.64,2,0.909649
PASSED,6468,2140.5,22,34,63.64,22,34,12,-92.25,5.41,4.6,0.89,5.41,540.88,398.75,159001.56,4327.5,577,72.13,53.17,2826.69,159001.56,1,0.737141
PASSED,6383.25,2382,20,36,54.55,20,36,16,-206.25,5,4.3,0.92,5,500.13,497.05,247060.89,4001.25,533.5,66.69,66.27,4392.19,247060.89,2,0.993702
PASSED,9009.75,3136.5,20,36,63.64,20,36,16,-298.5,7.34,5.95,0.9,7.34,734.13,618.85,382975.09,5873.25,783.1,97.89,82.51,6808.45,382975.09,1,0.842885
PASSED,9169.5,3075.75,22,37,63.64,22,37,15,-272.25,7.62,6.13,0.83,7.62,761.63,587.56,345228.19,6093.75,812.5,101.56,78.34,6137.39,345228.19,1,0.771367
FAILED,7438.5,2677.5,27,42,63.64,27,42,15,-282,5.95,4.99,0.91,5.95,595.13,467.37,218438.86,4761,634.8,79.35,62.32,3883.36,218438.86,1,0.785381
PASSED,8119.5,2164.5,22,34,72.73,22,34,12,165.75,7.44,6.01,1.48,7.44,744.38,499.32,249322.36,5955,794,99.25,66.58,4432.4,249322.36,0,0.670831
PASSED,8096.25,1932.75,21,35,72.73,21,35,14,133.5,7.7,6.19,1.36,7.7,770.38,485.55,235755.67,6163.5,821.8,102.72,64.74,4191.21,235755.67,0,0.630257
PASSED,7483.5,2379.75,25,39,63.64,25,39,14,-83.25,6.38,5.29,1.23,6.38,637.88,437.45,191364.47,5103.75,680.5,85.06,58.33,3402.03,191364.47,1,0.685751
PASSED,8296.5,2896.5,21,35,54.55,21,35,14,-492.75,6.75,5.55,0.72,6.75,675,677.13,458500.22,5400,720,90,90.28,8151.12,458500.22,2,1.003111
FAILED,8069.25,2485.5,25,38,63.64,25,38,13,-282,6.98,5.7,1.1,6.98,697.88,625.46,391195.69,5583.75,744.5,93.06,83.39,6954.59,391195.69,1,0.896089
PASSED,7304.25,2929.5,22,40,54.55,22,40,18,-450.75,5.47,4.64,0.89,5.47,546.75,512.97,263133.35,4374.75,583.3,72.91,68.4,4677.93,263133.35,2,0.938143
FAILED,6753.75,2652.75,29,43,63.64,29,43,14,-29.25,5.13,4.39,0.81,5.13,512.63,431.4,186103.41,4101,546.8,68.35,57.52,3308.5,186103.41,1,0.841551
PASSED,8227.5,2241.75,21,35,72.73,21,35,14,201.75,7.48,6.04,1.45,7.48,748.13,573.98,329451.19,5985.75,798.1,99.76,76.53,5856.91,329451.19,0,0.767141
PASSED,7616.25,2768.25,20,37,54.55,20,37,17,-450.75,6.06,5.07,1,6.06,606,585.39,342686.81,4848,646.4,80.8,78.05,6092.21,342686.81,2,0.965965
FAILED,6991.5,2373.75,21,34,72.73,21,34,13,9,5.77,4.86,0.92,5.77,577.13,563.54,317579.48,4617.75,615.7,76.96,75.14,5645.86,317579.48,0,0.976351
PASSED,8238,2665.5,24,41,63.64,24,41,17,-207.75,6.97,5.69,0.73,6.97,696.5,578.92,335151.25,5572.5,743,92.88,77.19,5958.24,335151.25,1,0.831072
PASSED,8497.5,3009.75,23,38,63.64,23,38,15,-298.5,6.86,5.62,0.86,6.86,685.88,574.37,329904.56,5487.75,731.7,91.46,76.58,5864.97,329904.56,1,0.837306
PASSED,9040.5,2967,23,37,63.64,23,37,14,-298.5,7.59,6.11,0.95,7.59,759.13,623.14,388307.92,6073.5,809.8,101.23,83.09,6903.25,388307.92,1,0.820804
PASSED,8261.25,2331.75,23,36,72.73,23,36,13,165.75,7.41,5.99,1.47,7.41,741.13,490,240102.25,5929.5,790.6,98.82,65.33,4268.48,240102.25,0,0.661101
PASSED,8004.75,2166.75,22,35,72.73,22,35,13,165.75,7.3,5.92,1.44,7.3,729.75,468.7,219679.31,5838,778.4,97.3,62.49,3905.41,219679.31,0,0.64224
PASSED,9056.25,3219,25,41,63.64,25,41,16,-499.5,7.3,5.92,0.76,7.3,729.63,625.87,391717.47,5837.25,778.3,97.29,83.45,6963.87,391717.47,1,0.857745
PASSED,7538.25,2467.5,18,34,54.55,18,34,16,-244.5,6.34,5.26,1.16,6.34,633.75,632.46,400001.27,5070.75,676.1,84.51,84.33,7111.13,400001.27,2,0.99787
FAILED,7067.25,2680.5,23,39,54.55,23,39,15,-332.25,5.48,4.65,0.82,5.48,548.25,584.78,341964.35,4386.75,584.9,73.11,77.97,6079.37,341964.35,2,1.066475
PASSED,7875.75,1841.25,21,35,72.73,21,35,14,176.25,7.54,6.08,1.37,7.54,754.25,461.31,212811.3,6034.5,804.6,100.57,61.51,3783.31,212811.3,0,0.611614
PASSED,6833.25,2382,20,36,54.55,20,36,16,-206.25,5.56,4.71,1.02,5.56,556.38,533.5,284618.31,4451.25,593.5,74.19,71.13,5059.88,284618.31,2,0.958755
PASSED,9386.25,2956.5,26,43,63.64,26,43,17,-214.5,8.04,6.4,0.81,8.04,803.63,598.2,357839.58,6429.75,857.3,107.16,79.76,6361.59,357839.58,1,0.744308
PASSED,8844,2759.25,20,35,63.64,20,35,14,-337.5,7.61,6.12,0.85,7.61,760.5,660.64,436441.43,6084.75,811.3,101.41,88.08,7758.96,436441.43,1,0.868553
PASSED,8057.25,2289,23,39,54.55,23,39,16,-183.75,7.21,5.86,1.81,7.21,721,556.39,309568.07,5768.25,769.1,96.14,74.19,5503.43,309568.07,2,0.771687
PASSED,8331.75,3157.5,23,37,54.55,23,37,14,-409.5,6.47,5.35,0.97,6.47,646.75,558.08,311449.21,5174.25,689.9,86.24,74.41,5536.87,311449.21,2,0.862825
PASSED,7763.25,1841.25,21,35,72.73,21,35,14,176.25,7.4,5.99,1.34,7.4,740.25,432.87,187380.14,5922,789.6,98.7,57.72,3331.2,187380.14,0,0.584802
PASSED,8486.25,2646,23,38,63.64,23,38,15,-207.75,7.3,5.92,0.77,7.3,730,575.61,331326.98,5840.25,778.7,97.34,76.75,5890.26,331326.98,1,0.788473
PASSED,8806.5,2759.25,20,35,63.64,20,35,14,-337.5,7.56,6.09,0.85,7.56,755.88,653.75,427392.2,6047.25,806.3,100.79,87.17,7598.08,427392.2,1,0.864868
PASSED,8054.25,3180.75,22,37,54.55,22,37,15,-583.5,6.09,5.09,0.72,6.09,609.13,643.73,414391.05,4873.5,649.8,81.22,85.83,7366.95,414391.05,2,1.056759
PASSED,8437.5,3102,22,37,63.64,22,37,15,-499.5,6.67,5.49,0.72,6.67,666.88,586.38,343839.77,5335.5,711.4,88.92,78.18,6112.71,343839.77,1,0.879217
PASSED,9216,3096,19,36,63.64,19,36,17,-204,7.65,6.15,1.11,7.65,765,584.99,342210.8,6120,816,102,78,6083.75,342210.8,1,0.764706
PASSED,8973,2969.25,20,35,63.64,20,35,15,-298.5,7.5,6.05,0.92,7.51,750.38,640.54,410294.81,6003.75,800.5,100.06,85.41,7294.13,410294.81,1,0.853588
PASSED,7439.25,2459.25,21,34,63.64,21,34,13,-304.5,6.22,5.18,1.1,6.22,622.5,549.84,302318.72,4980,664,83,73.31,5374.55,302318.72,1,0.883253
PASSED,8991,3096,19,36,63.64,19,36,17,-204,7.37,5.96,1.07,7.37,736.88,555.53,308619,5895,786,98.25,74.07,5486.56,308619,1,0.753893
PASSED,8541.75,3310.5,20,37,54.55,20,37,17,-557.25,6.54,5.4,0.74,6.54,653.88,644.46,415327.84,5231.25,697.5,87.19,85.93,7383.61,415327.84,2,0.985549
PASSED,7360.5,2929.5,17,35,54.55,17,35,18,-450.75,5.54,4.69,0.9,5.54,553.88,554.73,307723.08,4431,590.8,73.85,73.96,5470.63,307723.08,2,1.00149
PASSED,8316.75,3310.5,20,37,54.55,20,37,17,-557.25,6.26,5.2,0.71,6.26,625.75,626.57,392594.05,5006.25,667.5,83.44,83.54,6979.45,392594.05,2,1.001198
PASSED,8982,3391.5,30,45,63.64,30,45,15,-622.5,6.99,5.71,0.8,6.99,698.75,660.06,435683.22,5590.5,745.4,93.17,88.01,7745.48,435683.22,1,0.944617
PASSED,6482.25,1995.75,20,34,63.64,20,34,14,-266.25,5.61,4.74,0.92,5.61,560.75,473.14,223863.72,4486.5,598.2,74.77,63.09,3979.8,223863.72,1,0.843788
FAILED,6888,2601.75,23,37,54.55,23,37,13,-332.25,5.36,4.56,0.8,5.36,535.75,557.26,310536.98,4286.25,571.5,71.44,74.3,5520.66,310536.98,2,1.040034
PASSED,6810,2205,25,40,72.73,25,40,15,208.5,5.76,4.85,0.96,5.76,575.63,223.04,49748.2,4605,614,76.75,29.74,884.41,49748.2,0,0.387492
PASSED,7421.25,2593.5,27,40,63.64,27,40,13,-304.5,6.03,5.05,1.08,6.03,603.38,537.76,289183.92,4827.75,643.7,80.46,71.7,5141.05,289183.92,1,0.891126
PASSED,8036.25,2331.75,23,36,72.73,23,36,13,165.75,7.13,5.8,1.41,7.13,713,464.11,215401.47,5704.5,760.6,95.07,61.88,3829.36,215401.47,0,0.650889
PASSED,9085.5,3093.75,20,35,63.64,20,35,15,-298.5,7.49,6.04,0.92,7.49,748.88,638.5,407677.22,5991.75,798.9,99.86,85.13,7247.59,407677.22,1,0.852493
PASSED,7031.25,2601.75,22,36,63.64,22,36,14,-304.5,5.54,4.69,0.97,5.54,553.63,508.78,258861.91,4429.5,590.6,73.82,67.84,4601.99,258861.91,1,0.918992
FAILED,6846,2373.75,21,34,72.73,21,34,13,9,5.59,4.73,0.88,5.59,559,525.84,276507.55,4472.25,596.3,74.54,70.11,4915.69,276507.55,0,0.940569
PASSED,6249.75,1941,21,36,63.64,21,36,15,-45,5.39,4.58,1.02,5.39,538.5,389.56,151757.79,4308.75,574.5,71.81,51.94,2697.92,151757.79,1,0.723298
PASSED,8244,3029.25,24,41,63.64,24,41,17,-298.5,6.52,5.39,0.82,6.52,651.75,577.24,333205.38,5214.75,695.3,86.91,76.97,5923.65,333205.38,1,0.885629
PASSED,8574.75,3108,20,36,63.64,20,36,16,-325.5,6.83,5.6,0.77,6.83,683.25,581.05,337620.45,5466.75,728.9,91.11,77.47,6002.14,337620.45,1,0.850291
PASSED,8895.75,2938.5,23,37,63.64,23,37,14,-325.5,7.45,6.02,0.84,7.45,744.63,599.87,359840.45,5957.25,794.3,99.29,79.98,6397.16,359840.45,1,0.805519
PASSED,9351.75,3192,26,44,63.64,26,44,18,-142.5,7.7,6.18,0.77,7.7,769.88,556.83,310065.19,6159.75,821.3,102.66,74.24,5512.27,310065.19,1,0.723164
PASSED,8336.25,3168,19,35,54.55,19,35,16,-557.25,6.46,5.35,0.72,6.46,646,647.13,418782.37,5168.25,689.1,86.14,86.28,7445.02,418782.37,2,1.001625
PASSED,9082.5,3366,28,46,63.64,28,46,17,-306,7.15,5.81,0.8,7.15,714.5,557.3,310584.48,5716.5,762.2,95.28,74.31,5521.5,310584.48,1,0.779912
PASSED,7925.25,2957.25,26,43,54.55,26,43,17,-120,6.21,5.17,1.13,6.21,621,475.58,226176.33,4968,662.4,82.8,63.41,4020.91,226176.33,2,0.765821
PASSED,6642,2220.75,19,34,54.55,19,34,15,-206.25,5.53,4.68,1.02,5.53,552.63,536.93,288290.73,4421.25,589.5,73.69,71.59,5125.17,288290.73,2,0.971502
PASSED,9023.25,3302.25,25,45,63.64,25,45,20,-43.5,7.15,5.82,1.08,7.15,715.13,428.64,183729.66,5721,762.8,95.35,57.15,3266.3,183729.66,1,0.599371
PASSED,8864.25,2940.75,20,35,63.64,20,35,15,-325.5,7.4,5.99,0.82,7.41,740.38,647.69,419504.31,5923.5,789.8,98.73,86.36,7457.85,419504.31,1,0.874709
FAILED,6890.25,2436.75,21,35,54.55,21,35,13,-332.25,5.57,4.71,0.84,5.57,556.63,608.42,370174.75,4453.5,593.8,74.23,81.12,6580.88,370174.75,2,1.09282
PASSED,7240.5,2345.25,21,36,63.64,21,36,15,-83.25,6.12,5.11,1.3,6.12,611.88,450.04,202536.48,4895.25,652.7,81.59,60.01,3600.65,202536.48,1,0.735507
PASSED,8545.5,3325.5,19,36,54.55,19,36,17,-489,6.53,5.39,0.86,6.53,652.5,633.01,400699.13,5220,696,87,84.4,7123.54,400699.13,2,0.970115
PASSED,6758.25,2382,20,36,54.55,20,36,16,-206.25,5.47,4.64,1,5.47,547,526.35,277040.38,4376.25,583.5,72.94,70.18,4925.16,277040.38,2,0.962161
PASSED,7377.75,2467.5,19,35,54.55,19,35,16,-244.5,6.14,5.12,1.11,6.14,613.75,595.16,354221.15,4910.25,654.7,81.84,79.36,6297.26,354221.15,2,0.969697
PASSED,8241.75,3121.5,20,34,54.55,20,34,14,-622.5,6.4,5.3,0.72,6.4,640,681.75,464782.77,5120.25,682.7,85.34,90.9,8262.8,464782.77,2,1.065151
PASSED,8702.25,2447.25,27,45,72.73,27,45,18,176.25,7.82,6.26,1.4,7.82,781.88,334.9,112157.58,6255,834,104.25,44.65,1993.91,112157.58,0,0.428297
PASSED,8626.5,3402.75,28,43,54.55,28,43,15,-564,6.53,5.39,0.73,6.53,652.88,632.75,400377.09,5223.75,696.5,87.06,84.37,7117.81,400377.09,2,0.969102
PASSED,7284.75,2459.25,22,35,63.64,22,35,13,-304.5,6.03,5.05,1.06,6.03,603.13,514.76,264981.62,4825.5,643.4,80.42,68.64,4710.78,264981.62,1,0.853519
PASSED,6549.75,1941,21,36,63.64,21,36,15,-45,5.76,4.85,1.1,5.76,576,417.57,174363.26,4608.75,614.5,76.81,55.68,3099.79,174363.26,1,0.724906
PASSED,8696.25,2938.5,20,34,63.64,20,34,14,-325.5,7.2,5.85,0.8,7.2,719.63,620.09,384508.41,5757.75,767.7,95.96,82.68,6835.71,384508.41,1,0.861609
PASSED,6348,2140.5,22,34,63.64,22,34,12,-92.25,5.26,4.49,0.86,5.26,525.88,368,135427.19,4207.5,561,70.13,49.07,2407.59,135427.19,1,0.699701
PASSED,6462.75,1779.75,20,34,63.64,20,34,14,-45,5.85,4.92,1.12,5.85,585.38,438.35,192151.27,4683,624.4,78.05,58.45,3416.02,192151.27,1,0.748879
PASSED,7832.25,2289,23,39,54.55,23,39,16,-183.75,6.93,5.67,1.73,6.93,692.88,537.46,288866.31,5543.25,739.1,92.39,71.66,5135.4,288866.31,2,0.775625
PASSED,6632.25,1995.75,20,34,63.64,20,34,14,-266.25,5.8,4.88,0.96,5.8,579.5,507.49,257550.44,4636.5,618.2,77.27,67.67,4578.67,257550.44,1,0.87576
PASSED,8910.75,2772.75,20,36,63.64,20,36,16,-207.75,7.67,6.16,0.79,7.67,767.25,613.45,376325.58,6138,818.4,102.3,81.79,6690.23,376325.58,1,0.799511
PASSED,8198.25,3081,20,35,54.55,20,35,15,-564,6.4,5.3,0.72,6.4,639.63,668.87,447390.77,5117.25,682.3,85.29,89.18,7953.61,447390.77,2,1.045609
PASSED,7725.75,1841.25,21,35,72.73,21,35,14,176.25,7.36,5.96,1.33,7.36,735.5,423.7,179518.33,5884.5,784.6,98.07,56.49,3191.44,179518.33,0,0.576017
PASSED,8979,2910.75,20,35,63.64,20,35,15,-272.25,7.59,6.11,0.81,7.59,758.5,603.1,363734.43,6068.25,809.1,101.14,80.41,6466.39,363734.43,1,0.795037
PASSED,8424.75,3108,20,36,63.64,20,36,16,-325.5,6.65,5.47,0.75,6.65,664.5,563.7,317753.65,5316.75,708.9,88.61,75.16,5648.95,317753.65,1,0.848211
PASSED,8826.75,2940.75,20,35,63.64,20,35,15,-325.5,7.36,5.96,0.82,7.36,735.75,641.14,411060.66,5886,784.8,98.1,85.49,7307.75,411060.66,1,0.871458
FAILED,6801,2373.75,22,35,72.73,22,35,13,9,5.53,4.69,0.87,5.53,553.38,514.53,264742.52,4427.25,590.3,73.79,68.6,4706.53,264742.52,0,0.929665
PASSED,8296.5,3323.25,20,36,54.55,20,36,16,-583.5,6.22,5.18,0.74,6.22,621.63,662.18,438476.12,4973.25,663.1,82.89,88.29,7795.13,438476.12,2,1.065147
PASSED,7386,2467.5,18,34,54.55,18,34,16,-244.5,6.15,5.13,1.12,6.15,614.75,597.02,356436.95,4918.5,655.8,81.98,79.6,6336.66,356436.95,2,0.970969
PASSED,6279.75,2140.5,24,36,63.64,24,36,12,-92.25,5.17,4.42,0.86,5.17,517.38,404.74,163812.86,4139.25,551.9,68.99,53.97,2912.23,163812.86,1,0.782287
PASSED,6200.25,1779.75,20,34,63.64,20,34,14,-45,5.53,4.68,1.04,5.53,552.5,381.6,145621.09,4420.5,589.4,73.68,50.88,2588.82,145621.09,1,0.690554
PASSED,6878.25,2797.5,19,34,54.55,19,34,15,-255.75,5.1,4.37,0.73,5.1,510,437.84,191699.79,4080.75,544.1,68.01,58.38,3408,191699.79,2,0.858403
PASSED,6575.25,1779.75,20,34,63.64,20,34,14,-45,5.99,5.02,1.15,5.99,599.38,465.52,216707.03,4795.5,639.4,79.93,62.07,3852.57,216707.03,1,0.776554
PASSED,8546.25,1932.75,21,35,72.73,21,35,14,133.5,8.27,6.55,1.49,8.27,826.63,595.32,354408.02,6613.5,881.8,110.22,79.38,6300.59,354408.02,0,0.720196
PASSED,6974.25,2766.75,26,43,63.64,26,43,17,-161.25,5.26,4.49,1.03,5.26,525.88,428.26,183408.3,4207.5,561,70.13,57.1,3260.59,183408.3,1,0.814202
PASSED,8201.25,3323.25,21,37,54.55,21,37,16,-583.5,6.1,5.09,0.72,6.1,609.75,659.36,434751.05,4878,650.4,81.3,87.91,7728.91,434751.05,2,1.081304
PASSED,8123.25,3081,20,35,54.55,20,35,15,-564,6.3,5.24,0.71,6.3,630.25,658.38,433463.62,5042.25,672.3,84.04,87.78,7706.02,433463.62,2,1.044503
PASSED,8217.75,2896.5,23,37,54.55,23,37,14,-492.75,6.65,5.48,0.73,6.65,665.13,638.51,407698.09,5321.25,709.5,88.69,85.13,7247.97,407698.09,2,0.95986
PASSED,8268.75,3121.5,21,35,54.55,21,35,14,-622.5,6.43,5.33,0.73,6.43,643.38,686.55,471345.67,5147.25,686.3,85.79,91.54,8379.48,471345.67,2,1.067024
PASSED,8417.25,3183,18,34,54.55,18,34,16,-489,6.54,5.4,0.86,6.54,654.25,637.5,406405.82,5234.25,697.9,87.24,85,7224.99,406405.82,2,0.974324
PASSED,7771.5,2916.75,23,39,54.55,23,39,16,-371.25,6.07,5.07,0.87,6.07,606.75,496.23,246248.79,4854.75,647.3,80.91,66.16,4377.76,246248.79,2,0.817699
PASSED,8150.25,2470.5,24,38,54.55,24,38,14,-222,7.1,5.78,1.28,7.1,709.88,654.54,428427,5679.75,757.3,94.66,87.27,7616.48,428427,2,0.921931
FAILED,10116.75,5829.75,20,34,50,20,34,14,-1294.5,5.36,4.56,0.34,5.36,535.88,1304.83,1702582.31,4287,571.6,71.45,173.98,30268.13,1702582.31,3,2.43499
PASSED,4772,2060,20,31,54.55,20,31,11,-189,3.39,3.04,0.82,3.39,339,432.92,187417.5,2712,271.2,33.9,43.29,1874.17,187417.5,2,1.276991
PASSED,5426,2706,20,32,54.55,20,32,12,-282,3.4,3.05,0.71,3.4,340,528.66,279480.25,2720,272,34,52.87,2794.8,279480.25,2,1.555
PASSED,5164,1650,19,31,45.45,19,31,12,-232,4.39,3.84,0.75,4.39,439.25,529.25,280109.19,3514,351.4,43.92,52.93,2801.09,280109.19,3,1.205146
PASSED,5158,1650,19,31,45.45,19,31,12,-232,4.38,3.83,0.75,4.39,438.5,528.19,278984,3508,350.8,43.85,52.82,2789.84,278984,3,1.204561
PASSED,5016,2060,20,31,54.55,20,31,11,-189,3.7,3.29,0.88,3.69,369.5,472.77,223514.25,2956,295.6,36.95,47.28,2235.14,223514.25,2,1.279567
PASSED,5460,2755,21,34,54.55,21,34,13,-282,3.38,3.04,0.71,3.38,338.13,506.56,256599.61,2705,270.5,33.81,50.66,2566,256599.61,2,1.498373
PASSED,7030,2080,24,31,54.55,24,31,7,-366,6.19,5.16,0.62,6.19,618.75,718.6,516391.44,4950,495,61.88,71.86,5163.91,516391.44,2,1.16128
