@relation 'Relase 4 integrated-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R4'

@attribute 'Filters result' {PASSED,FAILED}
@attribute 'Gross profit (IS)' numeric
@attribute 'Gross loss (IS)' numeric
@attribute 'numberof profits (IS)' numeric
@attribute 'numberof trades (IS)' numeric
@attribute '\% Profitable Months (IS)' numeric
@attribute '# of profits (IS)' numeric
@attribute '# of trades (IS)' numeric
@attribute '# of losses (IS)' numeric
@attribute 'Worst Year Profit (IS)' numeric
@attribute 'Annual \% Return (IS)' numeric
@attribute 'CAGR (IS)' numeric
@attribute 'CalmarRatio (IS)' numeric
@attribute 'Avg. \% Profit Per Year (IS)' numeric
@attribute 'AvgProfit Per Year (IS)' numeric
@attribute 'Standard Deviation of Profit Per Year (IS)' numeric
@attribute 'Varianceof Profit Per Year (IS)' numeric
@attribute 'Net profit (IS)' numeric
@attribute 'Net profit in pips (IS)' numeric
@attribute 'Avg. Yearly Profit In Pips (IS)' numeric
@attribute 'Standard Deviation of Yearly Profit In Pips (IS)' numeric
@attribute 'Variance of Yearly Profit In Pips (IS)' numeric
@attribute 'Variance of Profit Per Year (IS)' numeric
@attribute 'Count Of Losing Years (IS)' numeric
@attribute 'Coefficient of Variation' numeric

@data
FAILED,10674.9,3564,25,39,58.33,25,39,14,-685.8,8.89,6.94,0.74,8.89,888.75,1241.48,1541270.81,7110.9,790.1,98.76,137.94,19028.03,1541270.81,1,1.396719
FAILED,10109.7,3833.1,19,34,41.67,19,34,15,-798.3,7.85,6.28,0.88,7.85,784.5,1421.21,2019828.46,6276.6,697.4,87.17,157.91,24936.15,2019828.46,3,1.811518
FAILED,10614.6,4115.7,23,38,41.67,23,38,15,-909,8.12,6.46,0.72,8.12,812.25,1434.24,2057057.75,6498.9,722.1,90.26,159.36,25395.77,2057057.75,3,1.765566
FAILED,9553.5,2929.5,20,35,41.67,20,35,15,-601.2,8.28,6.56,1.21,8.28,828,1458.52,2127290.04,6624,736,92,162.06,26262.84,2127290.04,3,1.761522
FAILED,10170,2930.4,26,38,66.67,26,38,12,100.8,9.05,7.04,1.15,9.05,904.88,847.74,718668.86,7239.6,804.4,100.55,94.19,8872.45,718668.86,0,0.936748
FAILED,9290.7,3517.2,22,36,50,22,36,14,-241.2,7.22,5.86,0.98,7.22,721.63,1002.29,1004590.85,5773.5,641.5,80.19,111.37,12402.36,1004590.85,3,1.388827
FAILED,11247.3,4012.2,25,40,50,25,40,15,-669.6,9.04,7.04,0.73,9.04,904.38,1245.3,1550783.74,7235.1,803.9,100.49,138.37,19145.48,1550783.74,2,1.376953
FAILED,8025.3,3258.9,24,42,58.33,24,42,18,-51.3,5.96,4.99,0.72,5.96,595.75,629.86,396719.78,4766.4,529.6,66.2,69.98,4897.78,396719.78,1,1.0571
FAILED,9776.7,3833.1,19,34,41.67,19,34,15,-798.3,7.43,6,0.82,7.43,742.88,1327.91,1763332.09,5943.6,660.4,82.55,147.55,21769.53,1763332.09,3,1.787402
FAILED,12176.1,4437.9,23,36,41.67,23,36,13,-571.5,9.67,7.43,0.83,9.67,967.25,1305.98,1705572.99,7738.2,859.8,107.47,145.11,21056.46,1705572.99,3,1.350237
FAILED,9362.7,2657.7,24,35,66.67,24,35,11,127.8,8.38,6.62,1.08,8.38,838.13,763.49,582920.08,6705,745,93.13,84.83,7196.54,582920.08,0,0.910877
FAILED,8635.5,2964.6,27,42,50,27,42,15,-479.7,7.09,5.78,0.76,7.09,708.75,935.68,875488.09,5670.9,630.1,78.76,103.96,10808.49,875488.09,2,1.319959
FAILED,10372.5,3819.6,21,35,41.67,21,35,14,-909,8.19,6.5,0.72,8.19,819,1449.48,2100987.62,6552.9,728.1,91.01,161.05,25938.12,2100987.62,3,1.769586
FAILED,11064.6,4116.6,23,37,41.67,23,37,14,-631.8,8.68,6.82,0.75,8.69,868.5,1236.42,1528739.13,6948,772,96.5,137.38,18873.32,1528739.13,3,1.423627
FAILED,9132.3,3385.8,23,36,50,23,36,13,-241.2,7.18,5.84,0.98,7.18,718.25,994.2,988431.35,5746.5,638.5,79.81,110.47,12202.86,988431.35,3,1.384162
FAILED,10673.1,2989.8,23,36,41.67,23,36,13,-76.5,9.6,7.39,1.2,9.6,960.38,1110.05,1232216.46,7683.3,853.7,106.71,123.34,15212.55,1232216.46,3,1.155843
FAILED,8507.7,2819.7,23,36,50,23,36,13,-418.5,7.11,5.79,1.12,7.11,711,1047.13,1096473.92,5688,632,79,116.35,13536.72,1096473.92,2,1.472785
FAILED,10806.3,3573.9,23,35,50,23,35,12,-513,9.04,7.04,0.85,9.04,904,1298.88,1687084.2,7232.4,803.6,100.45,144.32,20828.2,1687084.2,2,1.436735
FAILED,10051.2,2604.6,24,35,66.67,24,35,11,91.8,9.31,7.2,1.26,9.31,930.75,895.59,802073.52,7446.6,827.4,103.42,99.51,9902.14,802073.52,0,0.962193
FAILED,11359.8,4555.8,33,49,58.33,33,49,16,-315.9,8.51,6.7,0.81,8.51,850.5,984.7,969627.51,6804,756,94.5,109.41,11970.71,969627.51,1,1.157778
FAILED,11087.1,3851.1,24,37,41.67,24,37,13,-631.8,9.05,7.04,0.79,9.05,904.5,1312.71,1723203.93,7236,804,100.5,145.86,21274.12,1723203.93,3,1.451343
FAILED,9632.7,2789.1,24,36,66.67,24,36,12,127.8,8.55,6.73,1.1,8.56,855.38,803.83,646135.98,6843.6,760.4,95.05,89.31,7976.99,646135.98,0,0.939611
FAILED,8493.3,2841.3,21,36,50,21,36,15,-147.6,7.06,5.76,0.74,7.07,706.5,775.51,601410.41,5652,628,78.5,86.17,7424.82,601410.41,2,1.097707
FAILED,10509.3,4359.6,20,36,41.67,20,36,16,-798.3,7.69,6.17,0.85,7.69,768.63,1385.36,1919221.97,6149.7,683.3,85.41,153.93,23694.1,1919221.97,3,1.802248
FAILED,11906.1,4041.9,24,40,50,24,40,16,-477,9.83,7.52,0.82,9.83,983,1274.83,1625199.32,7864.2,873.8,109.23,141.65,20064.19,1625199.32,2,1.296805
FAILED,9019.8,3915,26,43,50,26,43,17,-284.4,6.38,5.29,0.83,6.38,638,853.34,728191.22,5104.8,567.2,70.9,94.82,8990.02,728191.22,2,1.337377
FAILED,12912.3,5119.2,26,39,50,26,39,13,-874.8,9.74,7.47,0.72,9.74,974.13,1541.95,2377595.79,7793.1,865.9,108.24,171.33,29353.03,2377595.79,2,1.582871
FAILED,11092.5,3287.7,24,36,58.33,24,36,12,-581.4,9.76,7.48,0.84,9.76,975.5,1303.78,1699842.07,7804.8,867.2,108.4,144.86,20985.71,1699842.07,1,1.336347
FAILED,10437.3,4098.6,20,36,41.67,20,36,16,-798.3,7.92,6.33,0.89,7.92,792.25,1438.87,2070345.19,6338.7,704.3,88.04,159.87,25559.82,2070345.19,3,1.815879
FAILED,12133.8,4172.4,23,35,41.67,23,35,12,-571.5,9.95,7.6,0.86,9.95,995.13,1364.53,1861945.48,7961.4,884.6,110.57,151.61,22986.98,1861945.48,3,1.371168
FAILED,8417.7,2819.7,23,36,50,23,36,13,-418.5,7,5.71,1.1,7,699.75,1019.91,1040214.36,5598,622,77.75,113.32,12842.15,1040214.36,2,1.457492
FAILED,9688.5,3434.4,26,41,58.33,26,41,15,-304.2,7.82,6.26,0.98,7.82,781.75,808.67,653949.45,6254.1,694.9,86.86,89.85,8073.45,653949.45,1,1.034423
FAILED,9699.3,2657.7,25,36,66.67,25,36,11,127.8,8.8,6.89,1.14,8.8,880.13,862.4,743733.89,7041.6,782.4,97.8,95.82,9181.9,743733.89,0,0.979755
FAILED,10581.3,3919.5,27,45,50,27,45,18,-494.1,8.33,6.59,0.91,8.33,832.63,1004.3,1008620.26,6661.8,740.2,92.52,111.59,12452.1,1008620.26,2,1.206118
FAILED,11016,4136.4,23,35,41.67,23,35,12,-716.4,8.6,6.76,0.79,8.6,859.88,1294.6,1675999.21,6879.6,764.4,95.55,143.84,20691.35,1675999.21,3,1.50539
FAILED,10141.2,3321,26,40,41.67,26,40,14,-306.9,8.53,6.72,0.99,8.52,852.5,1110.95,1234215.16,6820.2,757.8,94.73,123.44,15237.22,1234215.16,3,1.303072
FAILED,8610.3,2841.3,20,35,50,20,35,15,-147.6,7.21,5.86,0.76,7.21,721.13,807.91,652714.54,5769,641,80.12,89.77,8058.2,652714.54,2,1.120444
FAILED,12854.7,5119.2,26,39,50,26,39,13,-874.8,9.67,7.43,0.72,9.67,966.88,1558.66,2429426.88,7735.5,859.5,107.44,173.18,29992.92,2429426.88,2,1.611876
FAILED,10060.2,3672,23,36,41.67,23,36,13,-445.5,7.99,6.37,1.04,7.99,798.5,1249.65,1561615.56,6388.2,709.8,88.72,138.85,19279.2,1561615.56,3,1.565036
FAILED,8700.3,2841.3,20,35,50,20,35,15,-147.6,7.32,5.93,0.77,7.32,732.38,833.2,694216.92,5859,651,81.37,92.58,8570.58,694216.92,2,1.137766
FAILED,9956.7,2604.6,25,36,66.67,25,36,11,91.8,9.19,7.13,1.24,9.19,919,873.13,762350.83,7352.1,816.9,102.11,97.01,9411.74,762350.83,0,0.950054
FAILED,11408.4,3942.9,25,40,50,25,40,15,-714.6,9.33,7.22,0.76,9.33,933.13,1338.86,1792557.38,7465.5,829.5,103.69,148.76,22130.34,1792557.38,2,1.434661
FAILED,11426.4,2949.3,22,36,58.33,22,36,14,-225,10.6,7.98,1.4,10.6,1059.63,1246.65,1554132.15,8477.1,941.9,117.74,138.52,19186.82,1554132.15,1,1.176491
FAILED,10779.3,3573.9,24,36,50,24,36,12,-513,9.01,7.02,0.85,9.01,900.63,1290.91,1666451.22,7205.4,800.6,100.08,143.43,20573.47,1666451.22,2,1.433153
FAILED,10521.9,2978.1,22,36,50,22,36,14,-132.3,9.43,7.28,1.24,9.43,942.88,1117.06,1247819.95,7543.8,838.2,104.78,124.12,15405.18,1247819.95,2,1.184577
FAILED,9968.4,3225.6,21,37,41.67,21,37,16,-601.2,8.43,6.65,1.24,8.43,842.75,1494.73,2234230.12,6742.8,749.2,93.65,166.08,27583.09,2234230.12,3,1.773412
FAILED,9446.4,4267.8,24,40,41.67,24,40,16,-241.2,6.47,5.35,0.86,6.47,647.25,884.28,781946,5178.6,575.4,71.93,98.25,9653.65,781946,3,1.365911
FAILED,10354.5,3819.6,22,36,41.67,22,36,14,-909,8.17,6.49,0.72,8.17,816.75,1444.39,2086273.46,6534.9,726.1,90.76,160.49,25756.46,2086273.46,3,1.76829
FAILED,11335.5,3287.7,25,37,58.33,25,37,12,-581.4,10.06,7.66,0.87,10.06,1005.88,1372.39,1883447.56,8047.8,894.2,111.78,152.49,23252.44,1883447.56,1,1.364198
FAILED,12252.6,5366.7,28,40,66.67,28,40,12,24.3,8.61,6.77,0.79,8.61,860.63,694.89,482878.47,6885.9,765.1,95.64,77.21,5961.46,482878.47,0,0.807298
FAILED,9609.3,2657.7,25,36,66.67,25,36,11,127.8,8.69,6.82,1.13,8.69,868.88,835.65,698308.08,6951.6,772.4,96.55,92.85,8621.09,698308.08,0,0.961678
FAILED,11006.1,4700.7,23,42,50,23,42,19,-798.3,7.88,6.3,0.88,7.88,788.13,1406.62,1978576.81,6305.4,700.6,87.57,156.29,24426.87,1978576.81,2,1.784744
FAILED,12502.8,5023.8,26,38,66.67,26,38,12,24.3,9.35,7.23,0.84,9.35,934.88,675.36,456112.98,7479,831,103.87,75.04,5631.02,456112.98,0,0.722442
FAILED,11214,4619.7,25,38,66.67,25,38,13,228.6,8.24,6.54,0.75,8.24,824.25,413.44,170930.75,6594.3,732.7,91.59,45.94,2110.26,170930.75,0,0.501583
FAILED,10257.3,4098.6,20,36,41.67,20,36,16,-798.3,7.7,6.18,0.86,7.7,769.75,1387.89,1926241.13,6158.7,684.3,85.54,154.21,23780.76,1926241.13,3,1.802782
FAILED,11351.7,3094.2,22,37,58.33,22,37,15,-225,10.32,7.82,1.19,10.32,1032.13,1207.27,1457507.57,8257.5,917.5,114.69,134.14,17993.92,1457507.57,1,1.169588
FAILED,11361.6,3357.9,24,39,58.33,24,39,15,-261,10,7.63,0.99,10.01,1000.38,1133.21,1284169.11,8003.7,889.3,111.16,125.91,15853.94,1284169.11,1,1.132692
FAILED,10434.6,3241.8,22,36,58.33,22,36,14,-198,8.99,7.01,1.29,8.99,899,1132.41,1282360.79,7192.8,799.2,99.9,125.82,15831.62,1282360.79,1,1.259459
FAILED,8898.3,2841.3,21,36,50,21,36,15,-147.6,7.57,6.1,0.8,7.57,757.13,889.81,791759.14,6057,673,84.12,98.87,9774.8,791759.14,2,1.175345
FAILED,10996.2,4136.4,23,35,41.67,23,35,12,-716.4,8.57,6.75,0.79,8.57,857.38,1289.19,1662002.12,6859.8,762.2,95.27,143.24,20518.54,1662002.12,3,1.503516
FAILED,10895.4,3573.9,24,36,50,24,36,12,-513,9.15,7.11,0.87,9.15,915.13,1325.26,1756304.44,7321.5,813.5,101.69,147.25,21682.77,1756304.44,2,1.448028
FAILED,12634.2,6380.1,32,50,41.67,32,50,18,-654.3,7.82,6.26,0.8,7.82,781.75,1020.97,1042376.23,6254.1,694.9,86.86,113.44,12868.84,1042376.23,3,1.30601
FAILED,8880.3,2841.3,20,35,50,20,35,15,-147.6,7.55,6.08,0.8,7.55,754.88,884.61,782537.29,6039,671,83.87,98.29,9660.95,782537.29,2,1.171933
FAILED,11215.8,4401.9,23,36,41.67,23,36,13,-716.4,8.52,6.71,0.78,8.52,851.63,1276.67,1629884.23,6813.9,757.1,94.64,141.85,20122.03,1629884.23,3,1.498838
FAILED,7323.3,3140.1,21,40,50,21,40,19,-135,5.23,4.47,1.01,5.23,522.88,777.31,604212.41,4183.2,464.8,58.1,86.37,7459.41,604212.41,2,1.486575
FAILED,10807.2,3852.9,26,41,41.67,26,41,15,-332.1,8.69,6.82,0.94,8.69,869.25,1220.46,1489529.53,6954.3,772.7,96.59,135.61,18389.25,1489529.53,3,1.403976
FAILED,9640.8,4040.1,23,38,50,23,38,15,-241.2,7,5.72,0.95,7,700,950.22,902927.34,5600.7,622.3,77.79,105.58,11147.25,902927.34,2,1.357244
FAILED,11687.4,4388.4,27,45,50,27,45,18,-468.9,9.12,7.09,0.79,9.12,912.38,1280.37,1639350.42,7299,811,101.37,142.26,20238.89,1639350.42,2,1.403374
FAILED,11080.8,3321,23,37,50,23,37,14,-36.9,9.7,7.44,1.14,9.7,969.88,1133.3,1284367.94,7759.8,862.2,107.78,125.92,15856.39,1284367.94,2,1.168306
FAILED,10427.4,3855.6,28,46,50,28,46,18,-539.1,8.21,6.52,0.89,8.22,821.38,928.97,862978.01,6571.8,730.2,91.28,103.22,10654.05,862978.01,2,1.130806
FAILED,11339.1,3015,21,36,58.33,21,36,15,-225,10.41,7.86,1.36,10.4,1040.5,1203.01,1447233.93,8324.1,924.9,115.61,133.67,17867.09,1447233.93,1,1.156215
FAILED,11809.8,4268.7,24,41,50,24,41,17,-612,9.43,7.28,0.78,9.43,942.63,1340.42,1796730.84,7541.1,837.9,104.74,148.94,22181.86,1796730.84,2,1.421997
FAILED,11952.9,4311.9,25,38,41.67,25,38,13,-571.5,9.55,7.35,0.76,9.55,955.13,1348.74,1819112.94,7641,849,106.13,149.86,22458.18,1819112.94,3,1.412042
FAILED,11403,4431.6,23,36,41.67,23,36,13,-577.8,8.71,6.84,0.72,8.71,871.38,1163.02,1352605.58,6971.4,774.6,96.82,129.22,16698.83,1352605.58,3,1.334642
FAILED,8327.7,2819.7,23,36,50,23,36,13,-418.5,6.88,5.64,1.08,6.89,688.5,992.84,985726.67,5508,612,76.5,110.32,12169.47,985726.67,2,1.442092
FAILED,12080.7,4172.4,25,37,41.67,25,37,12,-571.5,9.89,7.56,0.86,9.89,988.5,1334.22,1780156.21,7908.3,878.7,109.84,148.25,21977.24,1780156.21,3,1.34969
FAILED,9461.7,3487.5,26,41,58.33,26,41,15,-132.3,7.47,6.03,0.95,7.47,746.75,759.96,577536.64,5974.2,663.8,82.97,84.44,7130.08,577536.64,1,1.017717
FAILED,11136.6,3357.9,24,39,58.33,24,39,15,-306,9.72,7.46,0.96,9.72,972.25,1116.18,1245866.23,7778.7,864.3,108.04,124.02,15381.06,1245866.23,1,1.147908
FAILED,12293.1,5225.4,26,40,41.67,26,40,14,-579.6,8.83,6.91,0.74,8.84,883.38,1281.94,1643365.04,7067.7,785.3,98.16,142.44,20288.46,1643365.04,3,1.4511
FAILED,10493.1,2989.8,23,36,41.67,23,36,13,-76.5,9.38,7.25,1.16,9.38,937.88,1060.85,1125402.77,7503.3,833.7,104.21,117.87,13893.86,1125402.77,3,1.131081
FAILED,10273.5,3606.3,24,36,41.67,24,36,12,-445.5,8.33,6.59,1.1,8.33,833.38,1328.07,1763774.59,6667.2,740.8,92.6,147.56,21775,1763774.59,3,1.593521
FAILED,11290.5,4076.1,25,41,50,25,41,16,-804.6,9.02,7.03,0.73,9.02,901.75,1343.61,1805280.2,7214.4,801.6,100.2,149.29,22287.41,1805280.2,2,1.48992
FAILED,10714.5,3332.7,27,40,41.67,27,40,13,-224.1,9.23,7.15,1.05,9.23,922.63,1156.06,1336483.16,7381.8,820.2,102.53,128.45,16499.79,1336483.16,3,1.252804
FAILED,9472.5,2716.2,22,35,50,22,35,13,-735.3,8.45,6.67,1.03,8.44,844.5,1384.53,1916913.33,6756.3,750.7,93.84,153.84,23665.6,1916913.33,2,1.639386
FAILED,10273.5,4547.7,29,46,41.67,29,46,17,-601.2,7.16,5.82,0.75,7.16,715.63,1131.55,1280398.15,5725.8,636.2,79.52,125.73,15807.38,1280398.15,3,1.581112
FAILED,9476.1,3569.4,24,41,58.33,24,41,17,-66.6,7.38,5.97,0.99,7.38,738.25,778.7,606368.01,5906.7,656.3,82.04,86.52,7486.02,606368.01,1,1.054608
FAILED,12446.1,4437.9,23,36,41.67,23,36,13,-571.5,10.01,7.63,0.87,10.01,1001,1377,1896115.36,8008.2,889.8,111.22,153,23408.83,1896115.36,3,1.375652
FAILED,9100.8,2951.1,24,38,66.67,24,38,14,158.4,7.69,6.17,1.03,7.69,768.63,771.51,595227.56,6149.7,683.3,85.41,85.72,7348.49,595227.56,0,1.00363
FAILED,10267.2,3997.8,26,43,41.67,26,43,17,-467.1,7.84,6.27,0.84,7.84,783.63,1145.43,1312016.88,6269.4,696.6,87.07,127.27,16197.74,1312016.88,3,1.461697
FAILED,10150.2,3672,23,36,41.67,23,36,13,-445.5,8.1,6.44,1.06,8.1,809.75,1274.74,1624967.69,6478.2,719.8,89.97,141.64,20061.33,1624967.69,3,1.574303
FAILED,10916.1,3287.7,23,35,58.33,23,35,12,-581.4,9.54,7.34,0.82,9.53,953.5,1254.85,1574649.87,7628.4,847.6,105.95,139.43,19440.12,1574649.87,1,1.315998
FAILED,11235.6,2949.3,21,35,58.33,21,35,14,-225,10.36,7.84,1.36,10.36,1035.75,1192.31,1421612.62,8286.3,920.7,115.09,132.48,17550.77,1421612.62,1,1.151099
FAILED,10984.5,3287.7,24,36,58.33,24,36,12,-581.4,9.62,7.4,0.83,9.62,962,1273.73,1622385.83,7696.8,855.2,106.9,141.53,20029.46,1622385.83,1,1.323948
FAILED,6783.3,2773.8,17,34,50,17,34,17,-135,5.01,4.3,1.08,5.01,501.13,871.53,759564.03,4009.5,445.5,55.69,96.84,9377.33,759564.03,2,1.738912
FAILED,6714.9,2773.8,17,34,50,17,34,17,-135,4.93,4.24,1.06,4.93,492.63,849.8,722168.23,3941.1,437.9,54.74,94.42,8915.66,722168.23,2,1.724881
FAILED,11752.2,3972.6,24,40,50,24,40,16,-567,9.72,7.46,0.81,9.73,972.38,1349.75,1821836.58,7779.6,864.4,108.05,149.97,22491.81,1821836.58,2,1.387969
FAILED,11516.4,2949.3,22,36,58.33,22,36,14,-225,10.71,8.04,1.41,10.71,1070.88,1272.56,1619405.49,8567.1,951.9,118.99,141.4,19992.66,1619405.49,1,1.188335
FAILED,9403.2,3714.3,23,37,50,23,37,14,-241.2,7.11,5.79,0.97,7.11,711,976.98,954490.73,5688.9,632.1,79.01,108.55,11783.84,954490.73,3,1.373877
FAILED,8102.7,2491.2,22,34,50,22,34,12,-418.5,7.01,5.73,1.1,7.01,701.38,1023.98,1048540.32,5611.5,623.5,77.94,113.78,12944.94,1048540.32,2,1.459841
FAILED,11232,4136.4,25,37,41.67,25,37,12,-716.4,8.87,6.93,0.82,8.87,886.88,1354.35,1834265.06,7095.6,788.4,98.55,150.48,22645.25,1834265.06,3,1.526941
FAILED,11197.8,3905.1,23,35,41.67,23,35,12,-577.8,9.12,7.09,0.76,9.12,911.5,1242.71,1544320.81,7292.7,810.3,101.29,138.08,19065.69,1544320.81,3,1.363215
FAILED,10317.6,3606.3,25,37,41.67,25,37,12,-445.5,8.39,6.63,1.11,8.39,838.88,1340.63,1797287.22,6711.3,745.7,93.21,148.96,22188.73,1797287.22,3,1.598112
FAILED,9186.3,2625.3,22,35,66.67,22,35,13,167.4,8.2,6.51,1.11,8.2,820.13,777.71,604828.55,6561,729,91.12,86.41,7467.02,604828.55,0,0.94831
FAILED,10539,3054.6,23,35,58.33,23,35,12,-646.2,9.36,7.23,0.83,9.35,935.5,1266.89,1605007.07,7484.4,831.6,103.95,140.77,19814.9,1605007.07,1,1.354209
FAILED,9691.2,3203.1,23,36,66.67,23,36,13,6.3,8.11,6.45,1.16,8.11,811,883.5,780571.37,6488.1,720.9,90.11,98.17,9636.68,780571.37,0,1.089446
FAILED,10324.8,3176.1,22,35,58.33,22,35,13,-198,8.94,6.97,1.28,8.94,893.5,1119.4,1253063.96,7148.7,794.3,99.29,124.38,15469.93,1253063.96,1,1.252694
FAILED,10917.9,3584.7,23,37,50,23,37,14,-198,9.17,7.12,1,9.17,916.63,1177.14,1385654.23,7333.2,814.8,101.85,130.79,17106.84,1385654.23,2,1.284143
FAILED,12219.3,4958.1,26,37,66.67,26,37,11,24.3,9.08,7.06,0.82,9.08,907.63,644.91,415910.5,7261.2,806.8,100.85,71.66,5134.7,415910.5,0,0.71056
FAILED,11125.8,4401.9,23,36,41.67,23,36,13,-716.4,8.4,6.64,0.77,8.4,840.38,1252.3,1568245.76,6723.9,747.1,93.39,139.14,19361.06,1568245.76,3,1.489881
PASSED,35295.3,26917.2,19,34,58.33,19,34,15,-2409.3,10.47,7.9,0.12,10.47,1047.25,2548.25,6493574.77,8378.1,930.9,116.36,283.14,80167.59,6493574.77,3,2.43331
PASSED,7956.9,2898,23,35,54.55,23,35,12,-636.3,6.32,5.25,0.83,6.32,632.25,722.25,521649.52,5058.9,562.1,70.26,80.25,6440.12,521649.52,2,1.142186
PASSED,8307.9,3062.7,28,42,54.55,28,42,14,-242.1,6.56,5.41,0.94,6.56,655.63,614.07,377076.87,5245.2,582.8,72.85,68.23,4655.27,377076.87,2,0.936582
PASSED,4786.2,1074.6,23,34,63.64,23,34,11,-216.9,4.64,4.02,1.85,4.64,463.88,414.17,171534.72,3711.6,412.4,51.55,46.02,2117.71,171534.72,1,0.892726
PASSED,3892.5,1109.7,24,34,63.64,24,34,10,-122.4,3.48,3.12,1.51,3.48,347.75,285.31,81404.4,2782.8,309.2,38.65,31.7,1004.99,81404.4,1,0.820181
PASSED,5192.1,1029.6,24,34,63.64,24,34,10,-161.1,5.2,4.45,2.15,5.2,520.25,390.07,152151.5,4162.5,462.5,57.81,43.34,1878.41,152151.5,1,0.749697
PASSED,7621.2,2838.6,28,39,54.55,28,39,11,-636.3,5.98,5.01,0.79,5.98,597.75,749.55,561827.7,4782.6,531.4,66.43,83.28,6936.14,561827.7,2,1.25365
PASSED,7855.2,2838.6,23,34,54.55,23,34,11,-636.3,6.27,5.21,0.82,6.27,627,736.48,542397.22,5016.6,557.4,69.68,81.83,6696.26,542397.22,2,1.174369
PASSED,7821,2838.6,23,34,54.55,23,34,11,-636.3,6.23,5.18,0.81,6.23,622.75,731.32,534828.24,4982.4,553.6,69.2,81.26,6602.82,534828.24,2,1.174277
PASSED,3648.6,1109.7,24,34,63.64,24,34,10,-122.4,3.17,2.87,1.39,3.17,317.25,245.18,60115.37,2538.9,282.1,35.26,27.24,742.16,60115.37,1,0.772547
PASSED,27011.7,31762.8,19,34,58.33,19,34,15,-13527,-5.94,-7.74,-0.05,-5.94,-593.87,6194.95,38377367.11,-4751.1,-527.9,-65.99,688.33,473794.65,38377367.11,5,-10.430823
PASSED,8797,2715,17,31,54.55,17,31,14,-957,7.6,6.12,0.85,7.6,760.25,1129.69,1276201.94,6082,608.2,76.02,112.97,12762.02,1276201.94,2,1.486056
PASSED,8156,2650,19,31,54.55,19,31,12,-781,6.88,5.64,1.03,6.88,688.25,1049.22,1100863.94,5506,550.6,68.83,104.92,11008.64,1100863.94,2,1.524335
PASSED,9293,2983,20,35,54.55,20,35,15,-781,7.89,6.31,1.15,7.89,788.75,1138.67,1296566.94,6310,631,78.88,113.87,12965.67,1296566.94,2,1.443585
PASSED,13637,5921,22,36,45.45,22,36,14,-913,9.64,7.41,0.8,9.65,964.5,1350.7,1824395.5,7716,771.6,96.45,135.07,18243.96,1824395.5,3,1.400415
PASSED,9559,2448,21,31,54.55,21,31,10,-837,8.89,6.94,1.07,8.89,888.88,1236.44,1528795.86,7111,711.1,88.89,123.64,15287.96,1528795.86,2,1.390933
PASSED,13117,5415,20,32,45.45,20,32,12,-1192,9.63,7.4,0.81,9.63,962.75,1433.41,2054667.69,7702,770.2,96.28,143.34,20546.68,2054667.69,3,1.488783
PASSED,11880,4037,20,32,54.55,20,32,12,-634,9.8,7.51,0.8,9.8,980.38,1113.36,1239566.23,7843,784.3,98.04,111.34,12395.66,1239566.23,2,1.135659
PASSED,10437,3826,25,39,63.64,25,39,14,-1043,8.26,6.55,0.77,8.26,826.38,1062.53,1128977.98,6611,661.1,82.64,106.25,11289.78,1128977.98,1,1.285697
PASSED,9504,3174,20,32,54.55,20,32,12,-472,7.91,6.32,0.81,7.91,791.25,935.78,875687.94,6330,633,79.13,93.58,8756.88,875687.94,2,1.182611
PASSED,9137,2934,20,31,54.55,20,31,11,-472,7.75,6.22,0.79,7.75,775.38,905.9,820659.23,6203,620.3,77.54,90.59,8206.59,820659.23,2,1.1683
PASSED,11158,3879,28,43,54.55,28,43,15,-480,9.1,7.08,0.76,9.1,909.88,1015.47,1031181.36,7279,727.9,90.99,101.55,10311.81,1031181.36,2,1.116057
PASSED,5852,1910,19,31,54.55,19,31,12,-453,4.93,4.24,0.75,4.93,492.75,605.35,366449.94,3942,394.2,49.27,60.54,3664.5,366449.94,2,1.22874
PASSED,11361,4804,19,35,63.64,19,35,16,-613,8.2,6.51,0.71,8.2,819.63,951.99,906294.23,6557,655.7,81.96,95.2,9062.94,906294.23,1,1.161542
PASSED,9284,2791,19,34,54.55,19,34,15,-957,8.12,6.45,0.93,8.12,811.63,1258.55,1583941.23,6493,649.3,81.16,125.85,15839.41,1583941.23,2,1.550641
PASSED,13707,5619,19,32,54.55,19,32,13,-1304,10.11,7.69,0.71,10.11,1011,1517.64,2303236.5,8088,808.8,101.1,151.76,23032.37,2303236.5,2,1.501088
PASSED,13728,5870,21,34,45.45,21,34,13,-913,9.82,7.52,0.77,9.82,982.25,1390.32,1932982.44,7858,785.8,98.23,139.03,19329.82,1932982.44,3,1.415352
PASSED,12415,4603,20,33,54.55,20,33,13,-1200,9.77,7.48,0.73,9.77,976.5,1324.06,1753136.75,7812,781.2,97.65,132.41,17531.37,1753136.75,2,1.355965
PASSED,11817,4582,24,39,54.55,24,39,15,-1028,9.04,7.04,0.76,9.04,904.38,1092.79,1194185.73,7235,723.5,90.44,109.28,11941.86,1194185.73,2,1.208315
