@relation 'Relase 4 integrated-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R4'

@attribute 'Filters result' {PASSED,FAILED}
@attribute 'Gross profit (IS)' numeric
@attribute 'Gross loss (IS)' numeric
@attribute 'numberof profits (IS)' numeric
@attribute 'numberof trades (IS)' numeric
@attribute '\% Profitable Months (IS)' numeric
@attribute '# of profits (IS)' numeric
@attribute '# of trades (IS)' numeric
@attribute '# of losses (IS)' numeric
@attribute 'Worst Year Profit (IS)' numeric
@attribute 'Annual \% Return (IS)' numeric
@attribute 'CAGR (IS)' numeric
@attribute 'CalmarRatio (IS)' numeric
@attribute 'Avg. \% Profit Per Year (IS)' numeric
@attribute 'AvgProfit Per Year (IS)' numeric
@attribute 'Standard Deviation of Profit Per Year (IS)' numeric
@attribute 'Varianceof Profit Per Year (IS)' numeric
@attribute 'Net profit (IS)' numeric
@attribute 'Net profit in pips (IS)' numeric
@attribute 'Avg. Yearly Profit In Pips (IS)' numeric
@attribute 'Standard Deviation of Yearly Profit In Pips (IS)' numeric
@attribute 'Variance of Yearly Profit In Pips (IS)' numeric
@attribute 'Variance of Profit Per Year (IS)' numeric
@attribute 'Count Of Losing Years (IS)' numeric
@attribute 'Coefficient of Variation' numeric

@data
PASSED,7512,3035,16,31,45.45,16,31,15,-901,5.6,4.73,0.73,5.6,559.63,940.25,884077.73,4477,447.7,55.96,94.03,8840.78,884077.73,3,1.680307
PASSED,9365,2901,22,37,63.64,22,37,15,-781,8.08,6.43,1.25,8.08,808,1102.06,1214537.75,6464,646.4,80.8,110.21,12145.38,1214537.75,1,1.363985
PASSED,8991,3266,20,34,63.64,20,34,14,-987,7.16,5.82,0.74,7.16,715.63,920.06,846514.23,5725,572.5,71.56,92.01,8465.14,846514.23,1,1.285774
PASSED,13982,5873,24,37,45.45,24,37,13,-913,10.14,7.71,0.81,10.14,1013.63,1414.46,2000694.98,8109,810.9,101.36,141.45,20006.95,2000694.98,3,1.395521
PASSED,13302,5870,20,33,45.45,20,33,13,-913,9.29,7.19,0.73,9.29,929,1331.78,1773629,7432,743.2,92.9,133.18,17736.29,1773629,3,1.433584
PASSED,13648,5934,24,38,45.45,24,38,14,-913,9.64,7.41,0.72,9.64,964.25,1370.81,1879113.19,7714,771.4,96.43,137.08,18791.13,1879113.19,3,1.421549
PASSED,12166,3862,22,34,54.55,22,34,12,-522,10.38,7.85,0.87,10.38,1038,1110.38,1232940.25,8304,830.4,103.8,111.04,12329.4,1232940.25,2,1.06975
PASSED,13190,5822,20,32,45.45,20,32,12,-913,9.21,7.14,0.72,9.21,921,1319.34,1740669,7368,736.8,92.1,131.93,17406.69,1740669,3,1.432465
PASSED,11338,3270,21,32,63.64,21,32,11,-1043,10.08,7.67,0.97,10.09,1008.5,1281.69,1642725.25,8068,806.8,100.85,128.17,16427.25,1642725.25,1,1.270897
PASSED,5800,1986,19,32,54.55,19,32,13,-453,4.77,4.12,0.73,4.77,476.75,598.03,357641.94,3814,381.4,47.67,59.8,3576.42,357641.94,2,1.254458
PASSED,7752,3275,16,32,45.45,16,32,16,-901,5.6,4.73,0.73,5.6,559.63,945.4,893778.23,4477,447.7,55.96,94.54,8937.78,893778.23,3,1.689421
PASSED,8397,2811,17,33,54.55,17,33,16,-957,6.98,5.7,0.78,6.98,698.25,1065.97,1136291.94,5586,558.6,69.83,106.6,11362.92,1136291.94,2,1.526565
PASSED,13311,4786,22,37,54.55,22,37,15,-669,10.66,8.01,0.89,10.66,1065.63,1194.38,1426550.98,8525,852.5,106.56,119.44,14265.51,1426550.98,2,1.120871
PASSED,6150,1986,19,32,54.55,19,32,13,-453,5.2,4.45,0.78,5.2,520.5,624.68,390224.75,4164,416.4,52.05,62.47,3902.25,390224.75,2,1.200192
PASSED,12763,4946,23,38,54.55,23,38,15,-1200,9.77,7.49,0.72,9.77,977.13,1266.94,1605146.61,7817,781.7,97.71,126.69,16051.47,1605146.61,2,1.296592
PASSED,9295,3565,21,37,63.64,21,37,16,-987,7.16,5.83,0.75,7.16,716.25,933.24,870929.69,5730,573,71.63,93.32,8709.3,870929.69,1,1.302806
PASSED,9345,3075,19,31,63.64,19,31,12,-987,7.84,6.27,0.83,7.84,783.75,1040.8,1083267.44,6270,627,78.37,104.08,10832.67,1083267.44,1,1.328059
PASSED,11771,4239,20,33,54.55,20,33,13,-1028,9.41,7.27,0.76,9.41,941.5,1176.27,1383610.25,7532,753.2,94.15,117.63,13836.1,1383610.25,2,1.249389
PASSED,8930,3239,23,41,54.55,23,41,18,-957,7.11,5.79,0.75,7.11,711.38,1176.43,1383988.48,5691,569.1,71.14,117.64,13839.88,1383988.48,2,1.653641
PASSED,8581,2890,19,32,54.55,19,32,13,-781,7.11,5.79,1.07,7.11,711.38,1098.46,1206623.23,5691,569.1,71.14,109.85,12066.23,1206623.23,2,1.544138
PASSED,7352,3053,16,32,45.45,16,32,16,-901,5.37,4.57,0.71,5.37,537.38,934.37,873044.48,4299,429.9,53.74,93.44,8730.44,873044.48,3,1.738742
PASSED,13472,5415,22,34,45.45,22,34,12,-1192,10.07,7.67,0.84,10.07,1007.13,1462.79,2139755.36,8057,805.7,100.71,146.28,21397.55,2139755.36,3,1.452487
PASSED,11188,3270,21,32,63.64,21,32,11,-1043,9.9,7.56,0.95,9.9,989.75,1249.03,1560079.94,7918,791.8,98.98,124.9,15600.8,1560079.94,1,1.261871
PASSED,11125,3250,21,31,63.64,21,31,10,-1043,9.84,7.53,0.94,9.84,984.38,1239.88,1537295.98,7875,787.5,98.44,123.99,15372.96,1537295.98,1,1.259549
PASSED,12890,4670,23,34,45.45,23,34,11,-1198,10.28,7.79,0.74,10.27,1027.5,1569.66,2463842,8220,822,102.75,156.97,24638.42,2463842,3,1.527689
PASSED,10721,4095,19,34,63.64,19,34,15,-466,8.28,6.56,0.72,8.28,828.25,874.49,764738.44,6626,662.6,82.83,87.45,7647.38,764738.44,1,1.055777
PASSED,11692,4219,20,32,54.55,20,32,12,-1028,9.34,7.22,0.76,9.34,934.13,1163.46,1353628.11,7473,747.3,93.41,116.35,13536.28,1353628.11,2,1.245584
PASSED,12010,4057,20,33,54.55,20,33,13,-634,9.94,7.59,0.81,9.94,994.13,1136.26,1291094.36,7953,795.3,99.41,113.63,12910.94,1291094.36,2,1.143044
PASSED,9778,3315,19,32,63.64,19,32,13,-987,8.08,6.43,0.86,8.08,807.88,1088.41,1184625.61,6463,646.3,80.79,108.84,11846.26,1184625.61,1,1.347196
PASSED,11993,4219,21,33,54.55,21,33,12,-1028,9.72,7.45,0.78,9.72,971.75,1230.67,1514554.94,7774,777.4,97.18,123.07,15145.55,1514554.94,2,1.266413
PASSED,8281,2668,19,32,54.55,19,32,13,-781,7.02,5.73,1.05,7.02,701.63,1077.55,1161119.98,5613,561.3,70.16,107.76,11611.2,1161119.98,2,1.535918
PASSED,5750,1986,19,32,54.55,19,32,13,-453,4.7,4.07,0.72,4.7,470.5,595.97,355174.75,3764,376.4,47.05,59.6,3551.75,355174.75,2,1.266738
PASSED,8031,2668,19,32,54.55,19,32,13,-781,6.7,5.51,0.99,6.7,670.38,1012.05,1024244.98,5363,536.3,67.04,101.2,10242.45,1024244.98,2,1.509547
PASSED,8052,3275,16,32,45.45,16,32,16,-901,5.97,5,0.78,5.97,597.13,987.24,974637.61,4777,477.7,59.71,98.72,9746.38,974637.61,3,1.653324
PASSED,9747,3348,19,33,63.64,19,33,14,-987,8,6.38,0.84,8,799.88,1015.43,1031104.86,6399,639.9,79.99,101.54,10311.05,1031104.86,1,1.269409
PASSED,13699,5178,21,35,54.55,21,35,14,-948,10.65,8.01,0.81,10.65,1065.13,1307.42,1709342.11,8521,852.1,106.51,130.74,17093.42,1709342.11,2,1.22749
PASSED,9328,3093,19,32,63.64,19,32,13,-987,7.79,6.24,0.82,7.79,779.38,1032.36,1065759.23,6235,623.5,77.94,103.24,10657.59,1065759.23,1,1.324609
PASSED,10389,3840,19,33,63.64,19,33,14,-466,8.19,6.5,0.71,8.19,818.63,911.05,830020.48,6549,654.9,81.86,91.11,8300.2,830020.48,1,1.112998
PASSED,9528,3315,19,32,63.64,19,32,13,-987,7.77,6.23,0.82,7.77,776.63,1027.08,1054891.23,6213,621.3,77.66,102.71,10548.91,1054891.23,1,1.32256
PASSED,12155,4596,22,37,54.55,22,37,15,-1028,9.45,7.29,0.77,9.45,944.88,1148.57,1319221.61,7559,755.9,94.49,114.86,13192.22,1319221.61,2,1.215578
PASSED,12415,4057,21,34,54.55,21,34,13,-634,10.45,7.89,0.88,10.45,1044.75,1178.15,1388028.44,8358,835.8,104.48,117.81,13880.28,1388028.44,2,1.127584
PASSED,8801,3377,22,37,63.64,22,37,15,-987,6.78,5.57,0.71,6.78,678,897.68,805831.25,5424,542.4,67.8,89.77,8058.31,805831.25,1,1.324041
PASSED,10900,2955,22,32,45.45,22,32,10,-528,9.93,7.58,0.78,9.93,993.13,1138.68,1296602.36,7945,794.5,99.31,113.87,12966.02,1296602.36,3,1.146612
PASSED,13969,6161,21,34,54.55,21,34,13,-1555,9.76,7.48,0.71,9.76,976,1530.72,2343104,7808,780.8,97.6,153.07,23431.04,2343104,2,1.56834
PASSED,13854,5923,24,39,45.45,24,39,15,-1192,9.91,7.57,0.77,9.91,991.38,1471.55,2165453.73,7931,793.1,99.14,147.15,21654.54,2165453.73,3,1.484265
PASSED,10487,2755,26,39,54.55,26,39,13,-837,9.66,7.42,1.1,9.66,966.5,1305.74,1704965.5,7732,773.2,96.65,130.57,17049.66,1704965.5,2,1.350957
PASSED,12298,4525,20,33,54.55,20,33,13,-829,9.72,7.45,0.72,9.72,971.63,1167.07,1362049.48,7773,777.3,97.16,116.71,13620.49,1362049.48,2,1.201214
PASSED,11542,3627,23,36,63.64,23,36,13,-1043,9.89,7.56,0.87,9.89,989.38,1210.17,1464521.73,7915,791.5,98.94,121.02,14645.22,1464521.73,1,1.223166
PASSED,11806,3842,21,32,54.55,21,32,11,-522,9.96,7.6,0.82,9.95,995.5,1071.34,1147762.75,7964,796.4,99.55,107.13,11477.63,1147762.75,2,1.076143
PASSED,12404,5304,18,31,54.55,18,31,13,-1037,8.87,6.94,0.54,8.88,887.5,1295.9,1679355.75,7100,710,88.75,129.59,16793.56,1679355.75,2,1.460169
FAILED,6477.75,2700.75,18,34,54.55,18,34,16,-217.5,4.72,4.09,0.84,4.72,472.13,670.71,449855.44,3777,503.6,62.95,89.43,7997.43,449855.44,2,1.420651
FAILED,6101.25,2243.25,23,33,45.45,23,33,10,-372,4.82,4.16,0.87,4.82,482.25,736.53,542469.38,3858,514.4,64.3,98.2,9643.9,542469.38,3,1.527216
FAILED,6696.75,2812.5,19,35,54.55,19,35,16,-230.25,4.86,4.19,0.77,4.86,485.5,679.32,461475.7,3884.25,517.9,64.74,90.58,8204.01,461475.7,2,1.399135
FAILED,8616.75,2582.25,25,38,63.64,25,38,13,-72,7.54,6.08,1.22,7.54,754.25,908.09,824631.02,6034.5,804.6,100.57,121.08,14660.11,824631.02,1,1.203938
FAILED,8316,2370.75,25,37,63.64,25,37,12,-72,7.43,6.01,1.2,7.43,743.13,815.15,664464.3,5945.25,792.7,99.09,108.69,11812.7,664464.3,1,1.096882
FAILED,7281,2576.25,19,34,54.55,19,34,14,-135,5.88,4.94,1.07,5.88,588,770.51,593692.8,4704.75,627.3,78.41,102.74,10554.54,593692.8,2,1.310292
FAILED,6072,2243.25,23,33,45.45,23,33,10,-372,4.79,4.14,0.88,4.79,478.5,776.73,603311.7,3828.75,510.5,63.81,103.56,10725.54,603311.7,3,1.622943
FAILED,6848.25,2741.25,20,32,36.36,20,32,12,-198.75,5.13,4.39,0.84,5.13,513.38,843.12,710851.08,4107,547.6,68.45,112.42,12637.35,710851.08,4,1.642367
FAILED,7645.5,2866.5,25,41,36.36,25,41,16,-188.25,5.97,5,0.84,5.97,597.38,943.88,890906.2,4779,637.2,79.65,125.85,15838.33,890906.2,4,1.580038
FAILED,7962,2521.5,21,33,36.36,21,33,12,-222,6.8,5.58,0.92,6.8,680,1041.94,1085630.88,5440.5,725.4,90.68,138.92,19300.1,1085630.88,4,1.531981
FAILED,7995,2785.5,27,41,54.55,27,41,14,-40.5,6.51,5.38,0.97,6.51,651.13,867.08,751834.09,5209.5,694.6,86.83,115.61,13365.94,751834.09,2,1.331452
FAILED,8142.75,2671.5,24,38,54.55,24,38,13,-216.75,6.84,5.61,1.02,6.84,683.88,970.11,941111.64,5471.25,729.5,91.19,129.35,16730.87,941111.64,2,1.418467
FAILED,5742,1866,23,32,54.55,23,32,9,-484.5,4.85,4.18,0.93,4.84,484.5,573.8,329250.66,3876,516.8,64.6,76.51,5853.35,329250.66,2,1.184365
FAILED,8211,2692.5,23,37,54.55,23,37,14,-109.5,6.9,5.65,0.97,6.9,689.75,867.76,753004.52,5518.5,735.8,91.97,115.7,13386.75,753004.52,2,1.258019
FAILED,7924.5,2521.5,21,33,36.36,21,33,12,-222,6.75,5.55,0.91,6.75,675.38,1032.6,1066271.2,5403,720.4,90.05,137.68,18955.93,1066271.2,4,1.528928
FAILED,8175,2738.25,29,45,45.45,29,45,16,-222,6.8,5.58,0.95,6.8,679.5,950.72,903869.09,5436.75,724.9,90.61,126.76,16068.78,903869.09,3,1.398963
FAILED,5115.75,2010,23,32,54.55,23,32,9,-453,3.88,3.44,0.73,3.88,388.13,532.15,283186.83,3105.75,414.1,51.76,70.95,5034.43,283186.83,2,1.37075
FAILED,7147.5,2732.25,19,32,36.36,19,32,13,-282,5.52,4.68,0.77,5.52,551.88,865.27,748697.55,4415.25,588.7,73.59,115.37,13310.18,748697.55,4,1.56774
FAILED,7247.25,3197.25,22,38,45.45,22,38,16,-64.5,5.06,4.34,0.75,5.06,506.25,708.02,501297.75,4050,540,67.5,94.4,8911.96,501297.75,3,1.398519
FAILED,7818.75,2341.5,20,32,54.55,20,32,11,-216.75,6.85,5.61,1.11,6.85,684.63,976.7,953946.34,5477.25,730.3,91.29,130.23,16959.05,953946.34,2,1.426553
FAILED,7079.25,2576.25,20,35,54.55,20,35,14,-135,5.63,4.76,1.03,5.63,562.88,732.01,535842.98,4503,600.4,75.05,97.6,9526.1,535842.98,2,1.300466
FAILED,7724.25,2758.5,23,36,45.45,23,36,13,-188.25,6.21,5.17,0.87,6.21,620.63,940.41,884365.17,4965.75,662.1,82.76,125.39,15722.05,884365.17,3,1.515104
FAILED,7374,2532,18,32,54.55,18,32,13,-135,6.05,5.06,1.11,6.05,605.25,801.61,642586.5,4842,645.6,80.7,106.88,11423.76,642586.5,2,1.324411
FAILED,6200.25,2064.75,22,32,54.55,22,32,10,-403.5,5.17,4.42,1.04,5.17,516.88,753.08,567128.5,4135.5,551.4,68.93,100.41,10082.28,567128.5,2,1.456695
FAILED,8116.5,3230.25,27,44,36.36,27,44,17,-288,6.11,5.1,0.8,6.11,610.75,933.41,871248.51,4886.25,651.5,81.44,124.45,15488.86,871248.51,4,1.528119
FAILED,6912,2262,23,33,45.45,23,33,10,-367.5,5.81,4.89,0.74,5.81,581.25,881.09,776311.03,4650,620,77.5,117.48,13801.09,776311.03,3,1.515871
FAILED,7763.25,2608.5,21,34,36.36,21,34,13,-222,6.44,5.33,0.86,6.44,644.25,972.56,945868.99,5154.75,687.3,85.91,129.67,16815.45,945868.99,4,1.50937
FAILED,8394,2132.25,22,33,63.64,22,33,11,-72,7.83,6.27,1.42,7.83,782.63,948.85,900310.5,6261.75,834.9,104.36,126.51,16005.52,900310.5,1,1.212246
FAILED,8360.25,2132.25,21,32,63.64,21,32,11,-72,7.79,6.24,1.41,7.78,778.5,940.38,884314.97,6228,830.4,103.8,125.38,15721.15,884314.97,1,1.2079
FAILED,6664.5,2812.5,19,35,54.55,19,35,16,-230.25,4.82,4.16,0.76,4.82,481.5,672.11,451731.38,3852,513.6,64.2,89.61,8030.78,451731.38,2,1.395794
FAILED,6949.5,3293.25,23,41,54.55,23,41,18,-38.25,4.57,3.97,0.74,4.57,457,648.94,421118.15,3656.25,487.5,60.94,86.52,7486.54,421118.15,2,1.419757
FAILED,6756,2958.75,17,32,45.45,17,32,15,-259.5,4.75,4.11,0.77,4.75,474.63,729.72,532495.47,3797.25,506.3,63.29,97.3,9466.59,532495.47,3,1.537368
FAILED,6821.25,2958.75,18,33,45.45,18,33,15,-259.5,4.83,4.17,0.78,4.83,482.75,744.97,554984.55,3862.5,515,64.37,99.33,9866.39,554984.55,3,1.54311
FAILED,6682.5,3024,17,33,45.45,17,33,16,-255,4.57,3.97,0.79,4.57,457.25,755.29,570466.66,3658.5,487.8,60.97,100.71,10141.63,570466.66,3,1.651796
FAILED,8000.25,2341.5,20,32,54.55,20,32,11,-216.75,7.07,5.77,1.16,7.07,707.25,1022.58,1045660.57,5658.75,754.5,94.31,136.34,18589.52,1045660.57,2,1.445658
FAILED,6261,2700.75,18,34,54.55,18,34,16,-217.5,4.45,3.88,0.78,4.45,445,626.57,392585.62,3560.25,474.7,59.34,83.54,6979.3,392585.62,2,1.407819
FAILED,6584.25,2741.25,21,33,36.36,21,33,12,-198.75,4.8,4.15,0.79,4.8,480.38,787.68,620439.33,3843,512.4,64.05,105.02,11030.03,620439.33,4,1.639657
FAILED,6808.5,2741.25,20,32,36.36,20,32,12,-198.75,5.08,4.36,0.84,5.08,508.38,833.98,695525.12,4067.25,542.3,67.79,111.2,12364.89,695525.12,4,1.64036
FAILED,7530,2758.5,20,33,36.36,20,33,13,-188.25,5.96,5,0.82,5.97,596.38,927.14,859585.75,4771.5,636.2,79.52,123.62,15281.52,859585.75,4,1.554577
FAILED,8104.5,2587.5,24,37,54.55,24,37,13,-90,6.9,5.65,1.05,6.9,689.63,830.88,690355.83,5517,735.6,91.95,110.78,12272.99,690355.83,2,1.204785
FAILED,8227.5,2759.25,28,43,45.45,28,43,15,-184.5,6.84,5.6,0.97,6.84,683.5,980.7,961772.9,5468.25,729.1,91.14,130.76,17098.19,961772.9,3,1.434716
FAILED,5078.25,2010,23,32,54.55,23,32,9,-453,3.84,3.4,0.72,3.84,383.5,533.67,284807.52,3068.25,409.1,51.14,71.16,5063.24,284807.52,2,1.391474
FAILED,7367.25,3006.75,22,38,54.55,22,38,16,-171,5.45,4.63,0.72,5.45,545,721.96,521231.17,4360.5,581.4,72.67,96.26,9266.33,521231.17,2,1.324618
FAILED,7811.25,2521.5,20,32,36.36,20,32,12,-222,6.61,5.45,0.89,6.61,661.13,1004.82,1009672.31,5289.75,705.3,88.16,133.98,17949.73,1009672.31,4,1.519737
FAILED,7098.75,2763.75,26,41,36.36,26,41,15,-188.25,5.42,4.6,0.74,5.42,541.88,901.01,811817.3,4335,578,72.25,120.13,14432.31,811817.3,4,1.662699
FAILED,6063.75,2243.25,23,33,45.45,23,33,10,-372,4.78,4.13,0.87,4.78,477.5,738.36,545182.56,3820.5,509.4,63.67,98.45,9692.13,545182.56,3,1.546254
FAILED,8166,2853,29,44,45.45,29,44,15,-124.5,6.64,5.47,1,6.64,664.13,875.92,767236.36,5313,708.4,88.55,116.79,13639.76,767236.36,3,1.318916
FAILED,5040.75,2226.75,20,33,45.45,20,33,13,-327,3.52,3.15,0.71,3.52,351.75,584.74,341919,2814,375.2,46.9,77.97,6078.56,341919,3,1.662473
FAILED,6471.75,2700.75,16,32,54.55,16,32,16,-217.5,4.71,4.08,0.83,4.71,471.38,669.72,448530.89,3771,502.8,62.85,89.3,7973.88,448530.89,2,1.420843
FAILED,6189.75,2700.75,18,34,54.55,18,34,16,-217.5,4.36,3.81,0.76,4.36,436.13,616.78,380422.13,3489,465.2,58.15,82.24,6763.06,380422.13,2,1.414273
FAILED,6425.25,3024,17,33,45.45,17,33,16,-255,4.25,3.73,0.73,4.25,425.13,698.17,487441.19,3401.25,453.5,56.69,93.09,8665.62,487441.19,3,1.642089
FAILED,6471,2700.75,17,33,54.55,17,33,16,-217.5,4.71,4.08,0.83,4.71,471.25,669.49,448211.95,3770.25,502.7,62.84,89.26,7968.21,448211.95,2,1.420433
FAILED,8800.5,2836.5,24,38,54.55,24,38,14,-109.5,7.46,6.02,1.05,7.45,745.5,1004.72,1009468.41,5964,795.2,99.4,133.96,17946.1,1009468.41,2,1.347686
FAILED,7969.5,3002.25,21,36,36.36,21,36,15,-222,6.21,5.17,0.81,6.21,620.88,920.39,847124.22,4967.25,662.3,82.79,122.72,15059.99,847124.22,4,1.482305
FAILED,8472,2785.5,25,41,63.64,25,41,16,-72,7.11,5.79,1.14,7.11,710.75,846.95,717327.53,5686.5,758.2,94.77,112.93,12752.49,717327.53,1,1.191622
