Strategy name,Filters result,Symbol,Gross profit (IS),Gross loss (IS),Avg. Profit Per Year (IS),numberof profits (IS),numberof trades (IS),% Profitable Months (IS),# of profits (IS),# of trades (IS),# of losses (IS),Worst Year Profit (IS),Annual % Return (IS),CAGR (IS),CalmarRatio (IS),Avg. % Profit Per Year (IS),AvgProfit Per Year (IS),Standard Deviation of Profit Per Year (IS),Varianceof Profit Per Year (IS),Net profit (IS),Net profit in pips (IS),Avg. Yearly Profit In Pips (IS),Standard Deviation of Yearly Profit In Pips (IS),Variance of Yearly Profit In Pips (IS),Variance of Profit Per Year (IS),Count Of Losing Years (IS),Coefficient of Variation,Net profit (OOS)
Strategy 0.1685,PASSED,USDCAD_M1_UTC2,8919.0,2883.75,754.38,20,35,63.64,20,35,14,-337.5,7.54,6.08,0.85,7.54,754.38,651.58,424561.42,6035.25,804.7,100.59,86.88,7547.76,424561.42,1,0.863704146,437.25
Strategy 0.1731,PASSED,USDCAD_M1_UTC2,6225.0,2157.0,508.5,21,36,63.64,21,36,15,-266.25,5.09,4.36,0.83,5.09,508.5,448.3,200976.47,4068.0,542.4,67.8,59.77,3572.92,200976.47,1,0.881563422,287.25
Strategy 0.1757,PASSED,USDCAD_M1_UTC2,8890.5,2840.25,756.25,21,34,63.64,21,34,13,-279.0,7.56,6.09,0.81,7.56,756.25,624.79,390362.34,6050.25,806.7,100.84,83.31,6939.78,390362.34,1,0.826160254,386.25
Strategy 0.1773,PASSED,USDCAD_M1_UTC2,9198.75,2826.0,796.5,22,35,63.64,22,35,13,-214.5,7.97,6.36,0.8,7.97,796.5,603.51,364218.68,6372.75,849.7,106.21,80.47,6475.0,364218.68,1,0.757649939,317.25
Strategy 0.1781,PASSED,USDCAD_M1_UTC2,9091.5,2910.75,772.5,20,35,63.64,20,35,15,-272.25,7.73,6.2,0.82,7.73,772.5,621.73,386542.05,6180.75,824.1,103.01,82.9,6871.86,386542.05,1,0.804776235,377.25
Strategy 0.18,PASSED,USDCAD_M1_UTC2,8100.75,1965.75,766.88,21,35,72.73,21,35,14,176.25,7.67,6.16,1.4,7.67,766.88,487.72,237871.13,6135.0,818.0,102.25,65.03,4228.82,237871.13,0,0.63599022,247.5
Strategy 0.1817,PASSED,USDCAD_M1_UTC2,9013.5,2908.5,763.13,20,34,63.64,20,34,14,-272.25,7.63,6.14,0.81,7.63,763.13,609.0,370880.44,6105.0,814.0,101.75,81.2,6593.43,370880.44,1,0.798034398,377.25
Strategy 0.1834,PASSED,USDCAD_M1_UTC2,8104.5,3180.75,615.38,19,34,54.55,19,34,15,-583.5,6.15,5.13,0.73,6.16,615.38,658.52,433646.44,4923.75,656.5,82.06,87.8,7709.27,433646.44,2,1.069948818,396.75
Strategy 0.1874,PASSED,USDCAD_M1_UTC2,9104.25,2603.25,812.63,23,37,63.64,23,37,14,-207.75,8.13,6.46,0.85,8.13,812.63,607.13,368611.45,6501.0,866.8,108.35,80.95,6553.09,368611.45,1,0.747115828,414.75
Strategy 0.1879,PASSED,USDCAD_M1_UTC2,7740.0,2768.25,621.38,17,34,54.55,17,34,17,-450.75,6.21,5.17,1.03,6.22,621.38,618.63,382700.67,4971.75,662.9,82.86,82.48,6803.57,382700.67,2,0.995413951,505.5
Strategy 0.1926,PASSED,USDCAD_M1_UTC2,8733.0,2757.0,747.0,20,34,63.64,20,34,13,-337.5,7.47,6.03,0.84,7.47,747.0,641.13,411046.17,5976.0,796.8,99.6,85.48,7307.49,411046.17,1,0.858232932,437.25
Strategy 0.1931,PASSED,USDCAD_M1_UTC2,7566.75,3098.25,558.5,28,45,63.64,28,45,17,-199.5,5.59,4.73,1.05,5.59,558.5,441.27,194718.34,4468.5,595.8,74.48,58.84,3461.66,194718.34,1,0.790010741,313.5
Strategy 0.1978,PASSED,USDCAD_M1_UTC2,8357.25,2092.5,783.0,27,42,72.73,27,42,15,176.25,7.83,6.27,1.42,7.83,783.0,372.12,138472.24,6264.75,835.3,104.41,49.62,2461.73,138472.24,0,0.475241835,247.5
Strategy 0.1992,FAILED,USDCAD_M1_UTC2,7763.25,2316.0,680.88,23,34,63.64,23,34,11,-282.0,6.81,5.59,1.05,6.81,680.88,572.14,327342.3,5447.25,726.3,90.79,76.29,5819.42,327342.3,1,0.840290781,-211.5
Strategy 0.1996,PASSED,USDCAD_M1_UTC2,9282.0,3075.75,775.75,22,37,63.64,22,37,15,-272.25,7.76,6.22,0.85,7.76,775.75,598.72,358468.02,6206.25,827.5,103.44,79.83,6372.76,358468.02,1,0.77175174,377.25
Strategy 0.2037,PASSED,USDCAD_M1_UTC2,7690.5,2787.75,612.75,21,37,54.55,21,37,16,-371.25,6.13,5.11,0.89,6.13,612.75,541.37,293085.91,4902.75,653.7,81.71,72.18,5210.42,293085.91,2,0.883368009,483.0
Strategy 0.2086,PASSED,USDCAD_M1_UTC2,7918.5,1839.0,759.88,22,35,72.73,22,35,13,176.25,7.6,6.12,1.38,7.6,759.88,473.03,223758.95,6079.5,810.6,101.32,63.07,3977.94,223758.95,0,0.622483221,247.5
Strategy 0.2152,PASSED,USDCAD_M1_UTC2,8357.25,3434.25,615.38,22,40,54.55,22,40,18,-489.0,6.15,5.13,0.8,6.15,615.38,601.65,361978.17,4923.0,656.4,82.05,80.22,6435.17,361978.17,2,0.977696527,420.0
Strategy 0.2184,PASSED,USDCAD_M1_UTC2,9366.0,3096.0,783.75,19,36,63.64,19,36,17,-204.0,7.84,6.27,1.14,7.84,783.75,606.0,367242.05,6270.0,836.0,104.5,80.8,6528.75,367242.05,1,0.773205742,373.5
Strategy 0.2194,PASSED,USDCAD_M1_UTC2,8507.25,3104.25,675.38,26,41,54.55,26,41,15,-492.75,6.75,5.55,0.72,6.75,675.38,639.15,408515.77,5403.0,720.4,90.05,85.22,7262.5,408515.77,2,0.946363132,461.25
Strategy 0.2207,PASSED,USDCAD_M1_UTC2,8544.75,3670.5,609.25,29,47,54.55,29,47,18,-465.75,6.09,5.09,0.81,6.09,609.25,558.66,312099.6,4874.25,649.9,81.24,74.49,5548.44,312099.6,2,0.916912851,420.0
Strategy 0.2211,PASSED,USDCAD_M1_UTC2,8894.25,2954.25,742.5,22,34,63.64,22,34,12,-312.75,7.42,6.0,0.72,7.43,742.5,658.46,433566.7,5940.0,792.0,99.0,87.79,7707.85,433566.7,1,0.886767677,286.5
Strategy 0.2225,PASSED,USDCAD_M1_UTC2,8043.0,3270.0,596.63,25,44,54.55,25,44,19,-390.0,5.97,5.0,1.0,5.97,596.63,519.19,269560.13,4773.0,636.4,79.55,69.23,4792.18,269560.13,2,0.87027027,505.5
Strategy 0.240,PASSED,USDCAD_M1_UTC2,8309.25,3189.75,639.88,24,40,63.64,24,40,16,-564.0,6.4,5.3,0.73,6.4,639.88,622.47,387467.12,5119.5,682.6,85.33,83.0,6888.3,387467.12,1,0.972694246,432.75
Strategy 0.2417,PASSED,USDCAD_M1_UTC2,7465.5,2345.25,640.0,21,36,63.64,21,36,15,-83.25,6.4,5.3,1.36,6.4,640.0,472.91,223646.05,5120.25,682.7,85.34,63.05,3975.93,223646.05,1,0.738809468,294.0
Strategy 0.2419,FAILED,USDCAD_M1_UTC2,7675.5,2318.25,669.63,23,35,63.64,23,35,12,-282.0,6.7,5.51,1.03,6.7,669.63,550.97,303571.75,5357.25,714.3,89.29,73.46,5396.83,303571.75,1,0.82271251,-211.5
Strategy 0.2436,PASSED,USDCAD_M1_UTC2,7795.5,2328.0,683.38,21,34,54.55,21,34,13,-222.0,6.83,5.6,1.23,6.83,683.38,606.37,367686.11,5467.5,729.0,91.13,80.85,6536.64,367686.11,2,0.887194118,375.75
Strategy 0.2461,PASSED,USDCAD_M1_UTC2,8126.25,3223.5,612.75,21,37,54.55,21,37,16,-564.0,6.13,5.11,0.71,6.13,612.75,628.93,395554.99,4902.75,653.7,81.71,83.86,7032.09,395554.99,2,1.026312569,432.75
Strategy 0.2468,PASSED,USDCAD_M1_UTC2,9024.0,3007.5,752.0,23,37,63.64,23,37,14,-279.0,7.52,6.06,0.83,7.52,752.0,567.26,321778.52,6016.5,802.2,100.27,75.63,5720.51,321778.52,1,0.754263489,386.25
Strategy 0.247,FAILED,USDCAD_M1_UTC2,6428.25,2310.0,514.75,22,34,63.64,22,34,12,-20.25,5.15,4.41,0.75,5.15,514.75,489.65,239760.13,4118.25,549.1,68.64,65.29,4262.4,239760.13,1,0.951194639,-79.5
Strategy 0.2471,PASSED,USDCAD_M1_UTC2,8069.25,3170.25,612.38,22,37,54.55,22,37,15,-610.5,6.12,5.11,0.73,6.12,612.38,646.38,417807.7,4899.0,653.2,81.65,86.18,7427.69,417807.7,2,1.05548071,417.75
Strategy 0.2477,PASSED,USDCAD_M1_UTC2,9392.25,2889.0,812.88,21,35,63.64,21,35,14,-124.5,8.13,6.46,1.27,8.13,812.88,562.04,315887.55,6503.25,867.1,108.39,74.94,5615.78,315887.55,1,0.691392195,351.0
Strategy 0.2482,FAILED,USDCAD_M1_UTC2,6885.75,2434.5,556.38,21,34,54.55,21,34,12,-332.25,5.56,4.71,0.84,5.56,556.38,607.92,369561.58,4451.25,593.5,74.19,81.06,6569.98,369561.58,2,1.092600081,-204.0
Strategy 0.2483,PASSED,USDCAD_M1_UTC2,8115.0,2117.25,749.63,21,35,72.73,21,35,14,201.75,7.5,6.05,1.45,7.5,749.63,577.09,333034.03,5997.75,799.7,99.96,76.95,5920.6,333034.03,0,0.769807923,267.0
Strategy 0.2490,PASSED,USDCAD_M1_UTC2,6964.5,1933.5,628.88,18,34,54.55,18,34,15,-183.75,6.29,5.23,1.58,6.29,628.88,547.34,299585.67,5031.0,670.8,83.85,72.98,5325.97,299585.67,2,0.870363745,461.25
Strategy 0.2500,PASSED,USDCAD_M1_UTC2,8954.25,2699.25,781.88,22,34,63.64,22,34,12,-214.5,7.82,6.26,0.78,7.82,781.88,583.7,340701.33,6255.0,834.0,104.25,77.83,6056.91,340701.33,1,0.746570743,317.25
Strategy 0.2536,PASSED,USDCAD_M1_UTC2,7391.25,2768.25,577.88,20,37,54.55,20,37,17,-450.75,5.78,4.86,0.95,5.78,577.88,566.68,321125.48,4623.0,616.4,77.05,75.56,5708.9,321125.48,2,0.980661908,505.5
Strategy 0.2545,PASSED,USDCAD_M1_UTC2,8017.5,3183.0,604.25,21,37,54.55,21,37,16,-489.0,6.04,5.05,0.79,6.04,604.25,597.34,356814.53,4834.5,644.6,80.58,79.65,6343.37,356814.53,2,0.988458675,420.0
Strategy 0.2584,PASSED,USDCAD_M1_UTC2,6993.0,1933.5,632.38,19,35,54.55,19,35,15,-183.75,6.32,5.25,1.6,6.32,632.38,553.38,306228.62,5059.5,674.6,84.33,73.78,5444.06,306228.62,2,0.874896241,461.25
Strategy 0.2595,PASSED,USDCAD_M1_UTC2,9723.75,2956.5,845.88,26,43,63.64,26,43,17,-214.5,8.46,6.67,0.84,8.46,845.88,624.89,390487.42,6767.25,902.3,112.79,83.32,6942.0,390487.42,1,0.738717971,317.25
Strategy 0.2605,PASSED,USDCAD_M1_UTC2,7746.0,2379.75,670.75,25,39,63.64,25,39,14,-83.25,6.71,5.52,1.3,6.71,670.75,462.1,213537.51,5366.25,715.5,89.44,61.61,3796.22,213537.51,1,0.688841682,294.0
Strategy 0.2625,PASSED,USDCAD_M1_UTC2,9094.5,3166.5,741.0,24,39,63.64,24,39,15,-312.75,7.41,5.99,0.74,7.41,741.0,624.51,390018.23,5928.0,790.4,98.8,83.27,6933.66,390018.23,1,0.842813765,286.5
Strategy 0.2626,PASSED,USDCAD_M1_UTC2,7689.0,2787.75,612.63,18,34,54.55,18,34,16,-371.25,6.13,5.11,0.88,6.13,612.63,533.37,284485.56,4901.25,653.5,81.69,71.12,5057.52,284485.56,2,0.870608398,483.0
Strategy 0.2628,PASSED,USDCAD_M1_UTC2,8008.5,2115.0,736.63,21,34,72.73,21,34,13,201.75,7.37,5.96,1.42,7.37,736.63,550.42,302959.94,5893.5,785.8,98.23,73.39,5385.95,302959.94,0,0.747124097,267.0
Strategy 0.2640,PASSED,USDCAD_M1_UTC2,9572.25,3593.25,747.38,26,47,63.64,26,47,21,-143.25,7.47,6.03,1.07,7.47,747.38,498.94,248936.2,5979.0,797.2,99.65,66.52,4425.53,248936.2,1,0.667536377,373.5
Strategy 0.2655,PASSED,USDCAD_M1_UTC2,8388.75,2097.75,786.38,22,36,72.73,22,36,14,133.5,7.86,6.29,1.39,7.86,786.38,513.12,263295.84,6291.0,838.8,104.85,68.42,4680.82,263295.84,0,0.652551264,329.25
Strategy 0.266,PASSED,USDCAD_M1_UTC2,7734.75,2787.75,618.38,18,34,54.55,18,34,16,-371.25,6.18,5.15,0.89,6.18,618.38,540.45,292084.17,4947.0,659.6,82.45,72.06,5192.61,292084.17,2,0.873984233,483.0
Strategy 0.2672,PASSED,USDCAD_M1_UTC2,9075.75,2925.75,768.75,25,41,63.64,25,41,16,-124.5,7.69,6.17,1.17,7.69,768.75,512.08,262222.17,6150.0,820.0,102.5,68.28,4661.73,262222.17,1,0.666146341,351.0
Strategy 0.2701,PASSED,USDCAD_M1_UTC2,8709.75,3136.5,696.63,20,36,63.64,20,36,16,-298.5,6.97,5.69,0.86,6.97,696.63,578.66,334846.19,5573.25,743.1,92.89,77.15,5952.82,334846.19,1,0.830552266,350.25
Strategy 0.2720,PASSED,USDCAD_M1_UTC2,8658.75,2057.25,825.13,21,35,72.73,21,35,14,133.5,8.25,6.54,1.48,8.25,825.13,592.17,350669.08,6601.5,880.2,110.02,78.96,6234.12,350669.08,0,0.717687693,329.25
Strategy 0.2722,PASSED,USDCAD_M1_UTC2,8979.0,2538.75,805.0,26,46,72.73,26,46,20,133.5,8.05,6.41,1.41,8.05,805.0,444.95,197984.1,6440.25,858.7,107.34,59.33,3519.72,197984.1,0,0.552729644,329.25
Strategy 0.2793,FAILED,USDCAD_M1_UTC2,7152.75,2561.25,573.88,21,35,54.55,21,35,13,-332.25,5.74,4.84,0.87,5.74,573.88,640.23,409899.34,4591.5,612.2,76.53,85.36,7287.1,409899.34,2,1.11537959,-204.0
Strategy 0.2873,PASSED,USDCAD_M1_UTC2,8541.0,3157.5,672.88,20,34,54.55,20,34,14,-409.5,6.73,5.53,1.02,6.73,672.88,595.47,354584.22,5383.5,717.8,89.72,79.4,6303.72,354584.22,2,0.884975479,397.5
Strategy 0.2887,PASSED,USDCAD_M1_UTC2,9060.75,2772.75,786.0,20,36,63.64,20,36,16,-207.75,7.86,6.29,0.81,7.86,786.0,633.93,401863.08,6288.0,838.4,104.8,84.52,7144.23,401863.08,1,0.80648855,414.75
Strategy 0.2888,PASSED,USDCAD_M1_UTC2,9195.75,2929.5,783.25,23,37,63.64,23,37,14,-124.5,7.83,6.27,1.23,7.83,783.25,507.46,257514.04,6266.25,835.5,104.44,67.66,4578.03,257514.04,1,0.647836078,351.0
Strategy 0.2903,PASSED,USDCAD_M1_UTC2,7572.75,2949.0,577.88,19,36,54.55,19,36,17,-371.25,5.78,4.87,0.84,5.78,577.88,518.33,268667.72,4623.75,616.5,77.06,69.11,4776.31,268667.72,2,0.896833636,483.0
Strategy 0.2916,PASSED,USDCAD_M1_UTC2,6533.25,2382.0,518.88,20,36,54.55,20,36,16,-206.25,5.19,4.44,0.95,5.19,518.88,507.42,257470.66,4151.25,553.5,69.19,67.66,4577.26,257470.66,2,0.977886978,399.0
Strategy 0.2920,PASSED,USDCAD_M1_UTC2,7566.0,2768.25,599.63,17,34,54.55,17,34,17,-450.75,6.0,5.02,0.99,6.0,599.63,591.73,350145.0,4797.75,639.7,79.96,78.9,6224.8,350145.0,2,0.986743372,505.5
Strategy 0.2978,PASSED,USDCAD_M1_UTC2,8822.25,2842.5,747.38,21,35,63.64,21,35,14,-279.0,7.47,6.03,0.8,7.47,747.38,614.29,377348.48,5979.75,797.3,99.66,81.9,6708.42,377348.48,1,0.8217941,386.25
Strategy 0.3036,PASSED,USDCAD_M1_UTC2,9175.5,3081.0,761.75,22,35,63.64,22,35,13,-312.75,7.62,6.13,0.74,7.62,761.75,684.92,469114.98,6094.5,812.6,101.57,91.32,8339.82,469114.98,1,0.899084375,286.5
Strategy 0.3099,PASSED,USDCAD_M1_UTC2,8692.5,3386.25,663.25,25,43,54.55,25,43,18,-327.75,6.63,5.47,0.93,6.63,663.25,577.4,333389.66,5306.25,707.5,88.44,76.99,5926.93,333389.66,2,0.870533695,483.0
Strategy 0.315,FAILED,USDCAD_M1_UTC2,6345.75,2310.0,504.38,22,34,63.64,22,34,12,-20.25,5.04,4.33,0.73,5.05,504.38,469.22,220168.97,4035.75,538.1,67.26,62.56,3914.11,220168.97,1,0.930121915,-79.5
Strategy 0.3160,PASSED,USDCAD_M1_UTC2,8438.25,2819.25,702.38,24,41,63.64,24,41,16,-337.5,7.02,5.73,0.81,7.02,702.38,605.56,366702.75,5619.0,749.2,93.65,80.74,6519.16,366702.75,1,0.862146289,437.25
Strategy 0.3178,PASSED,USDCAD_M1_UTC2,8192.25,2166.75,753.13,22,35,72.73,22,35,13,165.75,7.53,6.07,1.5,7.53,753.13,518.3,268630.0,6025.5,803.4,100.42,69.11,4775.64,268630.0,0,0.68820952,155.25
Strategy 0.3186,PASSED,USDCAD_M1_UTC2,9120.75,2762.25,794.75,21,34,63.64,21,34,13,-124.5,7.95,6.35,1.23,7.95,794.75,531.26,282241.66,6358.5,847.8,105.97,70.84,5017.63,282241.66,1,0.668491082,351.0
Strategy 0.3209,PASSED,USDCAD_M1_UTC2,8949.0,2980.5,746.0,27,47,72.73,27,47,20,219.75,7.46,6.02,1.31,7.46,746.0,396.1,156895.7,5968.5,795.8,99.47,52.81,2789.26,156895.7,0,0.530913843,329.25
Strategy 0.3226,PASSED,USDCAD_M1_UTC2,8313.75,2097.75,777.0,22,36,72.73,22,36,14,133.5,7.77,6.23,1.38,7.77,777.0,503.35,253357.17,6216.0,828.8,103.6,67.11,4504.13,253357.17,0,0.647779923,329.25
Strategy 0.3242,PASSED,USDCAD_M1_UTC2,8129.25,3170.25,619.88,19,34,54.55,19,34,15,-610.5,6.2,5.16,0.72,6.2,619.88,682.08,465226.88,4959.0,661.2,82.65,90.94,8270.7,465226.88,2,1.10030248,417.75
Strategy 0.3258,PASSED,USDCAD_M1_UTC2,8465.25,3300.0,645.63,21,36,54.55,21,36,15,-409.5,6.46,5.34,0.97,6.46,645.63,560.51,314176.42,5165.25,688.7,86.09,74.74,5585.36,314176.42,2,0.868161227,397.5
Strategy 0.3291,PASSED,USDCAD_M1_UTC2,7861.5,2470.5,673.88,22,36,54.55,22,36,14,-222.0,6.74,5.54,1.21,6.74,673.88,579.5,335826.0,5391.0,718.8,89.85,77.27,5970.24,335826.0,2,0.85998887,375.75
Strategy 0.332,FAILED,USDCAD_M1_UTC2,6675.0,2516.25,519.75,24,38,63.64,24,38,14,-96.0,5.2,4.44,0.83,5.2,519.75,542.59,294398.51,4158.75,554.5,69.31,72.34,5233.75,294398.51,1,1.043716635,-165.0
Strategy 0.3328,PASSED,USDCAD_M1_UTC2,8943.0,2605.5,792.13,20,35,63.64,20,35,15,-207.75,7.92,6.33,0.81,7.92,792.13,643.26,413780.73,6337.5,845.0,105.63,85.77,7356.1,413780.73,1,0.811985231,414.75
Strategy 0.3366,PASSED,USDCAD_M1_UTC2,8585.25,3215.25,671.25,24,43,63.64,24,43,19,-204.0,6.71,5.52,0.96,6.71,671.25,502.56,252570.09,5370.0,716.0,89.5,67.01,4490.13,252570.09,1,0.748715084,373.5
Strategy 0.3370,PASSED,USDCAD_M1_UTC2,9189.75,2929.5,782.5,22,36,63.64,22,36,14,-124.5,7.83,6.27,1.22,7.82,782.5,526.22,276907.77,6260.25,834.7,104.34,70.16,4922.8,276907.77,1,0.672417098,351.0
Strategy 0.3399,PASSED,USDCAD_M1_UTC2,8473.5,3157.5,664.5,24,38,54.55,24,38,14,-409.5,6.64,5.47,1.0,6.64,664.5,597.98,357583.78,5316.0,708.8,88.6,79.73,6357.04,357583.78,2,0.899887133,397.5
Strategy 0.3400,FAILED,USDCAD_M1_UTC2,6300.75,2310.0,498.75,23,35,63.64,23,35,12,-20.25,4.99,4.29,0.72,4.99,498.75,458.38,210110.41,3990.75,532.1,66.51,61.12,3735.3,210110.41,1,0.918959555,-79.5
Strategy 0.3404,PASSED,USDCAD_M1_UTC2,8094.75,2061.0,754.13,26,41,72.73,26,41,15,176.25,7.54,6.08,1.4,7.54,754.13,377.54,142539.61,6033.75,804.5,100.56,50.34,2534.04,142539.61,0,0.500596659,247.5
Strategy 0.3531,PASSED,USDCAD_M1_UTC2,8122.5,2957.25,645.63,25,42,54.55,25,42,17,-244.5,6.46,5.34,1.18,6.46,645.63,528.13,278923.28,5165.25,688.7,86.09,70.42,4958.64,278923.28,2,0.817981182,313.5
Strategy 0.3552,PASSED,USDCAD_M1_UTC2,7227.75,2467.5,595.0,19,35,54.55,19,35,16,-244.5,5.95,4.99,1.08,5.95,595.0,562.61,316530.13,4760.25,634.7,79.34,75.01,5627.2,316530.13,2,0.945424754,313.5
Strategy 0.3644,PASSED,USDCAD_M1_UTC2,8493.75,3183.0,663.75,19,35,54.55,19,35,16,-489.0,6.64,5.47,0.88,6.64,663.75,650.23,422804.32,5310.75,708.1,88.51,86.7,7516.52,422804.32,2,0.979550333,420.0
Strategy 0.3653,PASSED,USDCAD_M1_UTC2,8748.75,2909.25,729.88,24,38,63.64,24,38,14,-214.5,7.3,5.92,0.75,7.3,729.88,511.2,261322.42,5839.5,778.6,97.32,68.16,4645.73,261322.42,1,0.700369914,317.25
Strategy 0.366,PASSED,USDCAD_M1_UTC2,8325.0,3417.75,613.38,29,45,54.55,29,45,16,-610.5,6.13,5.12,0.71,6.13,613.38,604.12,364965.67,4907.25,654.3,81.79,80.55,6488.28,364965.67,2,0.984839222,417.75
Strategy 0.3665,PASSED,USDCAD_M1_UTC2,8095.5,3325.5,596.25,19,36,54.55,19,36,17,-489.0,5.96,5.0,0.78,5.96,596.25,590.78,349019.44,4770.0,636.0,79.5,78.77,6204.79,349019.44,2,0.99081761,420.0
Strategy 0.3690,PASSED,USDCAD_M1_UTC2,9047.25,2842.5,775.5,21,35,63.64,21,35,14,-279.0,7.76,6.22,0.83,7.76,775.5,650.14,422684.23,6204.75,827.3,103.41,86.69,7514.39,422684.23,1,0.838313509,386.25
Strategy 0.3694,PASSED,USDCAD_M1_UTC2,9172.5,3336.0,729.5,28,45,63.64,28,45,17,-298.5,7.3,5.91,0.89,7.3,729.5,540.47,292106.5,5836.5,778.2,97.28,72.06,5193.0,292106.5,1,0.740748355,350.25
Strategy 0.3720,PASSED,USDCAD_M1_UTC2,7087.5,2318.25,596.13,26,39,63.64,26,39,13,-92.25,5.96,5.0,1.07,5.96,596.13,400.45,160356.44,4769.25,635.9,79.49,53.39,2850.78,160356.44,1,0.671656812,672.0
Strategy 0.3726,FAILED,USDCAD_M1_UTC2,6954.0,2373.75,572.5,21,34,72.73,21,34,13,9.0,5.73,4.83,0.91,5.72,572.5,553.67,306550.96,4580.25,610.7,76.34,73.82,5449.79,306550.96,0,0.966989783,-165.0
Strategy 0.374,PASSED,USDCAD_M1_UTC2,9426.75,3213.75,776.63,29,46,63.64,29,46,17,-272.25,7.77,6.23,0.81,7.77,776.63,521.22,271668.94,6213.0,828.4,103.55,69.5,4829.67,271668.94,1,0.671173346,377.25
Strategy 0.3750,PASSED,USDCAD_M1_UTC2,7810.5,2929.5,610.13,17,35,54.55,17,35,18,-450.75,6.1,5.09,1.01,6.1,610.13,599.96,359951.2,4881.0,650.8,81.35,79.99,6399.13,359951.2,2,0.983282114,505.5
Strategy 0.3752,PASSED,USDCAD_M1_UTC2,8013.75,2166.75,730.88,25,38,72.73,25,38,13,165.75,7.31,5.92,1.47,7.31,730.88,471.48,222290.86,5847.0,779.6,97.45,62.86,3951.84,222290.86,0,0.645048743,155.25
Strategy 0.379,PASSED,USDCAD_M1_UTC2,8934.75,2842.5,761.5,21,35,63.64,21,35,14,-279.0,7.62,6.13,0.82,7.61,761.5,631.37,398632.07,6092.25,812.3,101.54,84.18,7086.79,398632.07,1,0.829032893,386.25
Strategy 0.3802,PASSED,USDCAD_M1_UTC2,7908.0,1839.0,758.63,21,34,72.73,21,34,13,176.25,7.59,6.11,1.38,7.59,758.63,470.28,221164.88,6069.0,809.2,101.15,62.7,3931.82,221164.88,0,0.619871478,247.5
Strategy 0.3926,PASSED,USDCAD_M1_UTC2,9000.75,4137.0,607.88,32,50,54.55,32,50,18,-403.5,6.08,5.08,0.91,6.08,607.88,553.73,306611.72,4863.75,648.5,81.06,73.83,5450.87,306611.72,2,0.91080681,397.5
Strategy 0.3944,PASSED,USDCAD_M1_UTC2,8748.75,2701.5,755.88,22,35,63.64,22,35,13,-214.5,7.56,6.09,0.76,7.56,755.88,553.72,306605.17,6047.25,806.3,100.79,73.83,5450.76,306605.17,1,0.732513146,317.25
Strategy 0.3988,PASSED,USDCAD_M1_UTC2,6858.0,1933.5,615.5,18,34,54.55,18,34,15,-183.75,6.16,5.13,1.55,6.16,615.5,525.68,276334.56,4924.5,656.6,82.08,70.09,4912.61,276334.56,2,0.853923002,461.25
Strategy 0.3995,PASSED,USDCAD_M1_UTC2,7476.75,2459.25,627.13,24,37,63.64,24,37,13,-304.5,6.27,5.21,1.11,6.27,627.13,569.0,323757.81,5017.5,669.0,83.62,75.87,5755.69,323757.81,1,0.907318823,201.75
Strategy 0.4031,PASSED,USDCAD_M1_UTC2,6437.25,1779.75,582.13,20,34,63.64,20,34,14,-45.0,5.82,4.9,1.11,5.82,582.13,432.4,186970.19,4657.5,621.0,77.63,57.65,3323.91,186970.19,1,0.742625274,379.5
Strategy 0.4044,PASSED,USDCAD_M1_UTC2,9095.25,3121.5,746.63,23,36,63.64,23,36,13,-312.75,7.47,6.03,0.73,7.47,746.63,661.66,437794.45,5973.75,796.5,99.56,88.22,7783.01,437794.45,1,0.886098835,286.5
Strategy 0.4049,PASSED,USDCAD_M1_UTC2,8673.75,2646.0,753.38,23,38,63.64,23,38,15,-207.75,7.53,6.07,0.79,7.53,753.38,589.56,347576.2,6027.75,803.7,100.46,78.61,6179.13,347576.2,1,0.782500498,414.75
Strategy 0.4052,PASSED,USDCAD_M1_UTC2,8547.75,3157.5,673.75,21,35,54.55,21,35,14,-409.5,6.74,5.54,1.02,6.74,673.75,596.66,356000.05,5390.25,718.7,89.84,79.55,6328.89,356000.05,2,0.885463045,397.5
Strategy 0.4063,PASSED,USDCAD_M1_UTC2,8497.5,2097.75,799.88,23,37,72.73,23,37,14,133.5,8.0,6.38,1.44,8.0,799.88,501.69,251688.09,6399.75,853.3,106.66,66.89,4474.45,251688.09,0,0.627132946,329.25
Strategy 0.4084,PASSED,USDCAD_M1_UTC2,8178.75,3231.75,618.38,27,42,54.55,27,42,15,-610.5,6.18,5.15,0.72,6.18,618.38,636.26,404828.02,4947.0,659.6,82.45,84.83,7196.94,404828.02,2,1.028865979,417.75
Strategy 0.4130,PASSED,USDCAD_M1_UTC2,8672.25,2842.5,728.63,21,35,63.64,21,35,14,-279.0,7.29,5.91,0.79,7.29,728.63,594.37,353277.0,5829.75,777.3,97.16,79.25,6280.48,353277.0,1,0.815664883,386.25
Strategy 0.4145,PASSED,USDCAD_M1_UTC2,8848.5,2603.25,780.63,20,34,63.64,20,34,14,-207.75,7.81,6.25,0.8,7.81,780.63,628.75,395326.05,6245.25,832.7,104.09,83.83,7028.02,395326.05,1,0.805360746,414.75
Strategy 0.4166,PASSED,USDCAD_M1_UTC2,8708.25,3157.5,693.75,20,34,54.55,20,34,14,-409.5,6.94,5.67,1.06,6.94,693.75,626.58,392601.59,5550.75,740.1,92.51,83.54,6979.58,392601.59,2,0.903037509,397.5
